LED Item #,M415LP1,,,M415L4,,,M430L5,,,M450LP2,,,M455L4,,,M470L5,,,M490L4,,,M505L4,,,M530L4,,,MINTL5,,,M565L3,,,M590L4,,,M595L4,,,M617L3,,,M625L4,,,M660L4,,,M680L4,,,M700L4,,,M730L5,
Min Output Power (mW),1640,,,1310,,,529.2,,,2118.1,,,1150,,,809,,,205,,,400,,,370,,,650,,,880,,,230,,,820,,,600,,,700,,,940,,,180,,,80,,,540,
Scaling Constant,1.01E+02,,,8.09E+01,,,2.48E+01,,,9.19E+01,,,5.06E+01,,,2.63E+01,,,6.66E+00,,,9.67E+00,,,8.95E+00,,,4.83E+00,,,7.89E+00,,,1.17E+01,,,9.82E+00,,,3.25E+01,,,2.99E+01,,,3.68E+01,,,6.83E+00,,,3.30E+00,,,1.22E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,836.49867,0.00E+00,,,,,831.8850258,6.43E-03,,824.98,0.00E+00,,836.7,4.81E-02,,836.7,5.05E-02,,836.696642,1.54E-03,,836.69664,6.90E-03,,836.69666,1.20E-03,,,,,836.4986747,1.41E-02,,836.7,2.83E-03,,836.6966553,2.07E-02,,650.01135,2.13E-05,,836.69666,1.21E-02,,836.49867,1.25E-02,,836.696642,1.61E-03,,836.696642,1.56E-03,,836.7,1.51E-02
,836.73755,0.00E+00,,,,,832.1214003,-4.91E-02,,825.22,0.00E+00,,836.9,0.00E+00,,836.9,-3.08E-02,,836.9355428,-9.20E-03,,836.93554,0.00E+00,,836.93555,0.00E+00,,,,,836.7375479,1.03E-03,,836.9,0.00E+00,,836.9355469,1.39E-02,,650.13157,2.02E-05,,836.93555,0.00E+00,,836.73755,-5.48E-02,,836.9355428,-1.33E-02,,836.9355428,-7.27E-03,,836.9,-1.15E-02
,836.97643,0.00E+00,,,,,832.3577837,1.69E-02,,825.45,0.00E+00,,837.2,2.68E-02,,837.2,3.45E-02,,837.1744519,7.04E-03,,837.17445,7.69E-03,,837.17444,6.45E-03,,,,,836.9764286,1.05E-02,,837.2,1.12E-02,,837.1744385,2.44E-02,,650.25179,1.14E-05,,837.17444,1.11E-02,,836.97643,3.15E-02,,837.1744519,7.11E-03,,837.1744519,3.56E-03,,837.2,2.59E-02
,837.21532,0.00E+00,,,,,832.594176,-2.07E-02,,825.68,0.00E+00,,837.4,0.00E+00,,837.4,1.76E-03,,837.4133692,-4.81E-03,,837.41337,0.00E+00,,837.41339,0.00E+00,,,,,837.2153166,7.64E-03,,837.4,0.00E+00,,837.4133911,1.79E-02,,650.37201,2.21E-05,,837.41339,0.00E+00,,837.21532,-2.45E-02,,837.4133692,-7.87E-03,,837.4133692,-4.09E-03,,837.4,-1.44E-02
,837.45421,0.00E+00,,,,,832.8305771,3.60E-02,,825.92,0.00E+00,,837.7,1.36E-02,,837.7,3.42E-02,,837.6522947,2.08E-03,,837.65229,3.89E-03,,837.65228,2.39E-03,,,,,837.454212,1.92E-02,,837.7,8.22E-03,,837.6522827,2.27E-02,,650.49224,2.06E-05,,837.65228,6.31E-03,,837.45421,1.54E-02,,837.6522947,1.94E-03,,837.6522947,2.27E-03,,837.7,1.39E-02
,837.69311,0.00E+00,,,,,833.0669871,6.68E-04,,826.15,0.00E+00,,837.9,0.00E+00,,837.9,-2.88E-02,,837.8912284,-1.22E-02,,837.89123,0.00E+00,,837.89124,0.00E+00,,,,,837.6931148,1.03E-03,,837.9,0.00E+00,,837.8912354,1.47E-02,,650.61246,4.34E-05,,837.89124,0.00E+00,,837.69311,-2.50E-02,,837.8912284,-1.09E-02,,837.8912284,-7.11E-03,,837.9,-1.71E-02
,837.93203,0.00E+00,,,,,833.303406,4.46E-02,,826.38,0.00E+00,,838.1,5.59E-02,,838.1,1.76E-02,,838.1301703,2.97E-03,,838.13017,5.07E-03,,838.13019,3.95E-03,,,,,837.932025,7.86E-03,,838.1,8.82E-03,,838.130188,2.70E-02,,650.73269,4.34E-05,,838.13019,1.02E-02,,837.93203,2.71E-02,,838.1301703,4.38E-03,,838.1301703,-2.38E-03,,838.1,1.94E-02
,838.17094,0.00E+00,,,,,833.5398338,-4.51E-02,,826.61,0.00E+00,,838.4,0.00E+00,,838.4,-3.63E-02,,838.3691204,-5.52E-03,,838.36912,0.00E+00,,838.36914,0.00E+00,,,,,838.1709426,9.17E-03,,838.4,0.00E+00,,838.3691406,1.53E-02,,650.85291,5.41E-05,,838.36914,0.00E+00,,838.17094,-4.64E-02,,838.3691204,-3.85E-03,,838.3691204,-3.98E-03,,838.4,-2.78E-03
,838.40987,0.00E+00,,,,,833.7762705,-7.94E-03,,826.85,0.00E+00,,838.6,4.95E-02,,838.6,3.61E-02,,838.6080788,1.12E-03,,838.60808,4.47E-03,,838.60809,4.59E-03,,,,,838.4098675,9.59E-03,,838.6,7.93E-03,,838.6080933,2.43E-02,,650.97314,4.15E-05,,838.60809,8.17E-03,,838.40987,2.12E-02,,838.6080788,4.27E-03,,838.6080788,1.25E-03,,838.6,8.67E-03
,838.6488,0.00E+00,,,,,834.012716,-3.67E-02,,827.08,0.00E+00,,838.8,0.00E+00,,838.8,-1.05E-02,,838.8470453,-1.52E-02,,838.84705,0.00E+00,,838.84705,0.00E+00,,,,,838.6487999,-5.95E-03,,838.8,0.00E+00,,838.8470459,2.07E-02,,651.09338,5.07E-05,,838.84705,0.00E+00,,838.6488,-3.26E-02,,838.8470453,-1.39E-02,,838.8470453,-5.41E-03,,838.8,-1.77E-02
,838.88774,0.00E+00,,,,,834.2491705,1.61E-02,,827.31,0.00E+00,,839.1,3.43E-02,,839.1,2.89E-02,,839.08602,4.84E-03,,839.08602,1.86E-03,,839.086,6.00E-03,,,,,838.8877395,2.07E-02,,839.1,1.78E-02,,839.0859985,2.41E-02,,651.21361,4.54E-05,,839.086,1.54E-02,,838.88774,5.34E-02,,839.08602,7.32E-03,,839.08602,3.01E-03,,839.1,1.30E-02
,839.12669,0.00E+00,,,,,834.4856338,-2.95E-02,,827.55,0.00E+00,,839.3,0.00E+00,,839.3,-5.05E-02,,839.3250029,-8.66E-03,,839.325,0.00E+00,,839.32501,0.00E+00,,,,,839.1266866,4.88E-03,,839.3,0.00E+00,,839.3250122,1.77E-02,,651.33385,4.88E-05,,839.32501,0.00E+00,,839.12669,-1.13E-02,,839.3250029,-9.53E-03,,839.3250029,-7.90E-03,,839.3,-1.45E-02
,839.36564,0.00E+00,,,,,834.7221059,2.10E-02,,827.78,0.00E+00,,839.6,2.42E-02,,839.6,1.99E-02,,839.5639939,4.57E-03,,839.56399,9.09E-03,,839.56396,3.84E-03,,,,,839.365641,1.79E-02,,839.6,9.61E-03,,839.5639648,1.76E-02,,651.45408,4.19E-05,,839.56396,1.04E-02,,839.36564,1.41E-02,,839.5639939,4.99E-03,,839.5639939,4.84E-03,,839.6,1.78E-02
,839.6046,0.00E+00,,,,,834.958587,-4.96E-02,,828.01,0.00E+00,,839.8,0.00E+00,,839.8,5.08E-02,,839.8029932,-1.15E-02,,839.80299,0.00E+00,,839.80298,0.00E+00,,,,,839.6046027,-8.49E-03,,839.8,0.00E+00,,839.8029785,1.21E-02,,651.57432,5.83E-05,,839.80298,0.00E+00,,839.6046,-3.44E-02,,839.8029932,-1.34E-02,,839.8029932,-7.81E-03,,839.8,-9.78E-03
,839.84357,0.00E+00,,,,,835.1950769,-4.92E-03,,828.24,0.00E+00,,840.0,9.09E-04,,840.0,2.50E-02,,840.0420006,-1.60E-03,,840.042,2.66E-03,,840.04199,3.38E-03,,,,,839.8435718,1.56E-02,,840.0,2.50E-03,,840.0419922,1.63E-02,,651.69456,6.21E-05,,840.04199,1.11E-02,,839.84357,2.68E-02,,840.0420006,-1.02E-03,,840.0420006,-9.60E-04,,840.0,1.16E-02
,840.08255,0.00E+00,,,,,835.4315757,-2.90E-02,,828.48,0.00E+00,,840.3,0.00E+00,,840.3,-5.70E-02,,840.2810162,-7.94E-03,,840.28102,0.00E+00,,840.28101,0.00E+00,,,,,840.0825483,2.20E-03,,840.3,0.00E+00,,840.2810059,2.27E-02,,651.81481,8.35E-05,,840.28101,0.00E+00,,840.08255,-3.94E-02,,840.2810162,-1.07E-02,,840.2810162,-4.59E-03,,840.3,-2.19E-03
,840.32153,0.00E+00,,,,,835.6680833,5.06E-02,,828.71,0.00E+00,,840.5,3.08E-02,,840.5,3.76E-02,,840.52004,2.76E-04,,840.52004,4.35E-03,,840.52002,1.19E-03,,,,,840.3215321,1.97E-02,,840.5,6.37E-03,,840.5200195,2.54E-02,,651.93505,8.69E-05,,840.52002,7.92E-03,,840.32153,2.11E-02,,840.52004,8.67E-04,,840.52004,1.55E-03,,840.5,1.57E-02
,840.56052,0.00E+00,,,,,835.9045999,-5.33E-02,,828.94,0.00E+00,,840.8,0.00E+00,,840.8,-3.68E-02,,840.759072,-1.16E-02,,840.75907,0.00E+00,,840.75909,0.00E+00,,,,,840.5605232,7.89E-03,,840.8,0.00E+00,,840.7590942,1.29E-02,,652.0553,9.15E-05,,840.75909,0.00E+00,,840.56052,-3.57E-02,,840.759072,-1.49E-02,,840.759072,-1.06E-02,,840.8,-1.87E-02
,840.79952,0.00E+00,,,,,836.1411253,3.55E-02,,829.18,0.00E+00,,841.0,4.13E-02,,841.0,7.45E-02,,840.9981121,2.57E-03,,840.99811,7.12E-03,,840.99811,9.10E-04,,,,,840.7995217,8.86E-03,,841.0,1.02E-02,,840.9981079,2.53E-02,,652.17555,7.16E-05,,840.99811,8.55E-03,,840.79952,9.34E-03,,840.9981121,5.30E-03,,840.9981121,8.32E-04,,841.0,1.25E-02
,841.03853,0.00E+00,,,,,836.3776595,-1.64E-02,,829.41,0.00E+00,,841.2,0.00E+00,,841.2,-7.64E-02,,841.2371604,-6.93E-03,,841.23716,0.00E+00,,841.23718,0.00E+00,,,,,841.0385274,1.25E-03,,841.2,0.00E+00,,841.2371826,1.60E-02,,652.2958,8.00E-05,,841.23718,0.00E+00,,841.03853,-4.38E-02,,841.2371604,-6.62E-03,,841.2371604,-3.36E-03,,841.2,-3.60E-03
,841.27754,0.00E+00,,,,,836.6142027,3.27E-02,,829.64,0.00E+00,,841.5,2.21E-02,,841.5,5.21E-02,,841.4762168,2.26E-03,,841.47622,1.80E-03,,841.4762,3.16E-03,,,,,841.2775406,1.35E-02,,841.5,8.82E-03,,841.4761963,1.87E-02,,652.41605,8.23E-05,,841.4762,9.88E-03,,841.27754,2.62E-02,,841.4762168,2.34E-03,,841.4762168,-6.47E-05,,841.5,1.94E-02
,841.51656,0.00E+00,,,,,836.8507547,-2.65E-02,,829.87,0.00E+00,,841.7,0.00E+00,,841.7,-3.20E-02,,841.7152814,-8.92E-03,,841.71528,0.00E+00,,841.71527,0.00E+00,,,,,841.516561,1.24E-02,,841.7,0.00E+00,,841.715271,1.52E-02,,652.5363,1.11E-04,,841.71527,0.00E+00,,841.51656,-2.77E-02,,841.7152814,-7.42E-03,,841.7152814,-4.14E-03,,841.7,-7.89E-03
,841.75559,0.00E+00,,,,,837.0873155,3.15E-02,,830.11,0.00E+00,,842.0,7.16E-03,,842.0,1.93E-02,,841.9543542,2.76E-03,,841.95435,7.72E-03,,841.95435,5.73E-03,,,,,841.7555888,1.20E-02,,842.0,7.73E-03,,841.9543457,2.41E-02,,652.65656,1.26E-04,,841.95435,8.03E-03,,841.75559,3.75E-02,,841.9543542,3.95E-03,,841.9543542,4.38E-03,,842.0,1.90E-02
,841.99462,0.00E+00,,,,,837.3238853,-4.12E-02,,830.34,0.00E+00,,842.2,0.00E+00,,842.2,-3.51E-02,,842.1934351,-1.10E-02,,842.19344,0.00E+00,,842.19342,0.00E+00,,,,,841.9946238,3.70E-03,,842.2,0.00E+00,,842.1934204,9.95E-03,,652.77681,1.46E-04,,842.19342,0.00E+00,,841.99462,-3.72E-02,,842.1934351,-4.60E-03,,842.1934351,-6.19E-03,,842.2,-7.40E-03
,842.23367,0.00E+00,,,,,837.5604639,1.00E-02,,830.57,0.00E+00,,842.4,3.92E-02,,842.4,1.32E-02,,842.4325241,7.11E-03,,842.43252,1.04E-02,,842.4325,5.78E-03,,,,,842.2336662,9.44E-03,,842.4,1.19E-02,,842.4324951,1.72E-02,,652.89707,1.22E-04,,842.4325,7.57E-03,,842.23367,4.97E-02,,842.4325241,7.60E-03,,842.4325241,4.05E-03,,842.4,2.04E-02
,842.47272,0.00E+00,,,,,837.7970513,-3.15E-02,,830.81,0.00E+00,,842.7,0.00E+00,,842.7,-7.17E-03,,842.6716213,-1.02E-02,,842.67162,0.00E+00,,842.67163,0.00E+00,,,,,842.4727159,-6.93E-03,,842.7,0.00E+00,,842.6716309,1.65E-02,,653.01733,1.20E-04,,842.67163,0.00E+00,,842.47272,-2.42E-02,,842.6716213,-1.15E-02,,842.6716213,-6.36E-03,,842.7,-1.58E-02
,842.71177,0.00E+00,,,,,838.0336477,4.94E-02,,831.04,0.00E+00,,842.9,4.38E-02,,842.9,-2.01E-02,,842.9107267,3.11E-03,,842.91073,5.64E-03,,842.91071,4.59E-03,,,,,842.7117729,1.70E-02,,842.9,1.01E-02,,842.9107056,2.19E-02,,653.1376,9.83E-05,,842.91071,8.00E-03,,842.71177,2.02E-02,,842.9107267,5.21E-03,,842.9107267,4.93E-04,,842.9,1.44E-02
,842.95084,0.00E+00,,,,,838.2702529,-4.44E-02,,831.27,0.00E+00,,843.1,0.00E+00,,843.1,-4.73E-02,,843.1498401,-3.55E-03,,843.14984,0.00E+00,,843.14984,0.00E+00,,,,,842.9508372,4.08E-03,,843.1,0.00E+00,,843.1498413,8.71E-03,,653.25786,1.28E-04,,843.14984,0.00E+00,,842.95084,-3.49E-02,,843.1498401,-4.93E-03,,843.1498401,-4.62E-03,,843.1,-1.01E-02
,843.18991,0.00E+00,,,,,838.5068669,3.00E-02,,831.51,0.00E+00,,843.4,1.30E-02,,843.4,2.53E-02,,843.3889617,1.65E-03,,843.38896,4.90E-03,,843.38898,2.35E-04,,,,,843.1899087,5.90E-03,,843.4,4.42E-03,,843.3889771,2.36E-02,,653.37813,1.23E-04,,843.38898,5.59E-03,,843.18991,2.86E-02,,843.3889617,7.84E-04,,843.3889617,-1.99E-03,,843.4,8.63E-03
,843.42899,0.00E+00,,,,,838.7434898,-6.45E-03,,831.74,0.00E+00,,843.6,0.00E+00,,843.6,-1.24E-01,,843.6280915,-4.39E-03,,843.62809,0.00E+00,,843.62811,0.00E+00,,,,,843.4289876,-1.99E-05,,843.6,0.00E+00,,843.6281128,1.28E-02,,653.4984,1.55E-04,,843.62811,0.00E+00,,843.42899,-4.23E-02,,843.6280915,-7.87E-03,,843.6280915,-5.82E-03,,843.6,-1.34E-02
,843.66807,0.00E+00,,,,,838.9801216,3.57E-02,,831.97,0.00E+00,,843.9,3.51E-02,,843.9,4.17E-02,,843.8672294,1.14E-03,,843.86723,5.02E-03,,843.86725,5.56E-03,,,,,843.6680738,1.44E-02,,843.9,8.34E-03,,843.8672485,1.95E-02,,653.61867,1.30E-04,,843.86725,1.00E-02,,843.66807,3.55E-02,,843.8672294,5.82E-03,,843.8672294,2.69E-03,,843.9,1.21E-02
,843.90717,0.00E+00,,,,,839.2167622,-2.37E-02,,832.2,0.00E+00,,844.1,0.00E+00,,844.1,-4.38E-02,,844.1063754,-4.15E-03,,844.10638,0.00E+00,,844.10638,0.00E+00,,,,,843.9071672,3.45E-03,,844.1,0.00E+00,,844.1063843,2.07E-02,,653.73894,1.73E-04,,844.10638,0.00E+00,,843.90717,6.37E-03,,844.1063754,-4.16E-04,,844.1063754,-1.55E-03,,844.1,-3.83E-03
,844.14627,0.00E+00,,,,,839.4534117,1.21E-02,,832.44,0.00E+00,,844.3,9.24E-03,,844.3,6.14E-02,,844.3455295,2.02E-03,,844.34553,3.87E-03,,844.34552,0.00E+00,,,,,844.1462679,4.90E-03,,844.3,5.20E-04,,844.34552,1.95E-02,,653.85921,1.77E-04,,844.34552,2.56E-03,,844.14627,2.84E-02,,844.3455295,-3.40E-03,,844.3455295,-9.16E-04,,844.3,1.10E-02
,844.38538,0.00E+00,,,,,839.6900701,2.24E-02,,832.67,0.00E+00,,844.6,0.00E+00,,844.6,-5.31E-02,,844.5846917,-3.60E-03,,844.58469,0.00E+00,,844.58472,0.00E+00,,,,,844.3853759,3.03E-03,,844.6,0.00E+00,,844.5847168,1.72E-02,,653.97949,2.09E-04,,844.58472,0.00E+00,,844.38538,-1.39E-02,,844.5846917,-5.10E-03,,844.5846917,-2.51E-03,,844.6,-3.47E-03
,844.62449,0.00E+00,,,,,839.9267373,6.77E-02,,832.9,0.00E+00,,844.8,3.51E-02,,844.8,4.65E-02,,844.8238621,1.83E-03,,844.82386,7.58E-03,,844.82385,3.21E-03,,,,,844.6244911,1.15E-02,,844.8,5.64E-03,,844.8238525,1.56E-02,,654.09976,1.74E-04,,844.82385,5.86E-03,,844.62449,3.12E-02,,844.8238621,1.32E-03,,844.8238621,-2.57E-04,,844.8,1.24E-02
,844.86361,0.00E+00,,,,,840.1634134,-4.99E-02,,833.14,0.00E+00,,845.1,0.00E+00,,845.1,-3.31E-02,,845.0630406,-7.21E-03,,845.06304,0.00E+00,,845.06305,0.00E+00,,,,,844.8636137,4.63E-04,,845.1,0.00E+00,,845.0630493,1.34E-02,,654.22004,1.90E-04,,845.06305,0.00E+00,,844.86361,-3.35E-02,,845.0630406,-7.95E-03,,845.0630406,-3.85E-03,,845.1,-8.61E-03
,845.10274,0.00E+00,,,,,840.4000983,6.03E-02,,833.37,0.00E+00,,845.3,5.54E-02,,845.3,6.83E-02,,845.3022271,4.57E-03,,845.30223,4.78E-03,,845.30225,3.93E-03,,,,,845.1027434,1.41E-02,,845.3,1.19E-02,,845.3022461,1.58E-02,,654.34032,1.76E-04,,845.30225,1.33E-02,,845.10274,1.08E-02,,845.3022271,5.81E-03,,845.3022271,1.15E-04,,845.3,1.86E-02
,845.34188,0.00E+00,,,,,840.6367921,-3.60E-02,,833.6,0.00E+00,,845.5,0.00E+00,,845.5,-8.05E-02,,845.5414218,-4.97E-03,,845.54142,0.00E+00,,845.54144,0.00E+00,,,,,845.3418805,1.23E-02,,845.5,0.00E+00,,845.5414429,1.33E-02,,654.4606,1.99E-04,,845.54144,0.00E+00,,845.34188,-9.85E-03,,845.5414218,-2.64E-03,,845.5414218,-3.39E-03,,845.5,-3.30E-03
,845.58102,0.00E+00,,,,,840.8734947,4.39E-02,,833.84,0.00E+00,,845.8,1.49E-02,,845.8,2.67E-02,,845.7806246,7.26E-03,,845.78062,7.71E-03,,845.78064,4.65E-03,,,,,845.5810248,1.22E-02,,845.8,1.34E-02,,845.7806396,1.42E-02,,654.58089,1.67E-04,,845.78064,1.56E-02,,845.58102,4.82E-02,,845.7806246,2.63E-03,,845.7806246,1.53E-03,,845.8,1.72E-02
,845.82018,0.00E+00,,,,,841.1102062,-1.98E-02,,834.07,0.00E+00,,846.0,0.00E+00,,846.0,-1.12E-02,,846.0198355,-1.15E-02,,846.01984,0.00E+00,,846.01984,0.00E+00,,,,,845.8201763,9.86E-03,,846.0,0.00E+00,,846.0198364,1.76E-02,,654.70117,1.66E-04,,846.01984,0.00E+00,,845.82018,-2.50E-02,,846.0198355,-5.70E-03,,846.0198355,-8.21E-03,,846.0,-7.75E-03
,846.05934,0.00E+00,,,,,841.3469265,5.46E-02,,834.3,0.00E+00,,846.3,4.84E-02,,846.3,4.80E-02,,846.2590545,-1.91E-03,,846.25905,6.42E-03,,846.25903,4.98E-03,,,,,846.0593351,1.92E-02,,846.3,8.57E-03,,846.2590332,2.01E-02,,654.82146,1.41E-04,,846.25903,6.78E-03,,846.05934,1.65E-02,,846.2590545,3.67E-03,,846.2590545,2.30E-03,,846.3,1.66E-02
,846.2985,0.00E+00,,,,,841.5836557,-1.52E-03,,834.53,0.00E+00,,846.5,0.00E+00,,846.5,1.41E-02,,846.4982816,1.62E-03,,846.49828,0.00E+00,,846.49829,0.00E+00,,,,,846.2985012,9.79E-03,,846.5,0.00E+00,,846.498291,1.24E-02,,654.94175,1.77E-04,,846.49829,0.00E+00,,846.2985,-1.49E-02,,846.4982816,4.60E-03,,846.4982816,3.94E-04,,846.5,-3.62E-03
,846.53767,0.00E+00,,,,,841.8203937,2.02E-02,,834.77,0.00E+00,,846.7,1.52E-02,,846.7,6.09E-02,,846.7375168,2.22E-03,,846.73752,1.66E-02,,846.73749,6.62E-03,,,,,846.5376744,1.72E-02,,846.7,8.07E-03,,846.7374878,2.06E-02,,655.06204,1.82E-04,,846.73749,9.16E-03,,846.53767,3.04E-02,,846.7375168,6.09E-03,,846.7375168,6.48E-03,,846.7,1.84E-02
,846.77685,0.00E+00,,,,,842.0571406,-3.08E-02,,835,0.00E+00,,847.0,0.00E+00,,847.0,4.50E-02,,846.9767601,-1.46E-02,,846.97676,0.00E+00,,846.97675,0.00E+00,,,,,846.7768549,-1.34E-02,,847.0,0.00E+00,,846.9767456,1.63E-02,,655.18234,2.12E-04,,846.97675,0.00E+00,,846.77685,-4.71E-02,,846.9767601,-1.30E-02,,846.9767601,-7.27E-03,,847.0,-7.35E-03
,847.01604,0.00E+00,,,,,842.2938964,3.20E-02,,835.23,0.00E+00,,847.2,7.17E-02,,847.2,8.66E-02,,847.2160114,6.55E-03,,847.21601,9.77E-03,,847.216,7.57E-03,,,,,847.0160427,2.05E-02,,847.2,1.51E-02,,847.2160034,1.24E-02,,655.30263,1.85E-04,,847.216,9.14E-03,,847.01604,3.00E-02,,847.2160114,9.20E-03,,847.2160114,5.08E-03,,847.2,1.33E-02
,847.25524,0.00E+00,,,,,842.5306609,-1.75E-02,,835.47,0.00E+00,,847.5,0.00E+00,,847.5,2.67E-02,,847.4552708,-7.03E-03,,847.45527,0.00E+00,,847.45526,0.00E+00,,,,,847.2552376,-3.08E-03,,847.5,0.00E+00,,847.4552612,1.68E-02,,655.42293,2.11E-04,,847.45526,0.00E+00,,847.25524,-1.99E-02,,847.4552708,-1.39E-02,,847.4552708,-6.83E-03,,847.5,-1.21E-02
,847.49444,0.00E+00,,,,,842.7674344,-1.06E-02,,835.7,0.00E+00,,847.7,2.77E-02,,847.7,-9.54E-03,,847.6945384,4.94E-04,,847.69454,2.31E-03,,847.69452,3.26E-03,,,,,847.4944398,1.02E-02,,847.7,6.39E-03,,847.694519,1.97E-02,,655.54323,1.78E-04,,847.69452,1.12E-02,,847.49444,2.29E-02,,847.6945384,-3.38E-03,,847.6945384,-1.92E-03,,847.7,6.51E-03
,847.73365,0.00E+00,,,,,843.0042167,1.74E-02,,835.93,0.00E+00,,847.9,0.00E+00,,847.9,-4.81E-02,,847.933814,-4.99E-03,,847.93381,0.00E+00,,847.93384,0.00E+00,,,,,847.7336492,1.35E-03,,847.9,0.00E+00,,847.9338379,1.04E-02,,655.66353,2.04E-04,,847.93384,0.00E+00,,847.73365,-4.86E-02,,847.933814,-6.73E-03,,847.933814,-1.77E-03,,847.9,-1.35E-02
,847.97287,0.00E+00,,,,,843.2410078,2.85E-02,,836.17,0.00E+00,,848.2,4.74E-02,,848.2,-4.22E-03,,848.1730976,1.49E-03,,848.1731,1.04E-02,,848.1731,1.40E-03,,,,,847.9728658,9.26E-03,,848.2,9.21E-03,,848.1730957,1.67E-02,,655.78383,1.62E-04,,848.1731,1.08E-02,,847.97287,1.76E-02,,848.1730976,2.05E-03,,848.1730976,-1.74E-03,,848.2,1.22E-02
,848.21209,0.00E+00,,,,,843.4778078,2.98E-02,,836.4,0.00E+00,,848.4,0.00E+00,,848.4,-5.27E-02,,848.4123894,-8.94E-03,,848.41239,0.00E+00,,848.41241,0.00E+00,,,,,848.2120896,5.38E-03,,848.4,0.00E+00,,848.4124146,1.08E-02,,655.90413,1.92E-04,,848.41241,0.00E+00,,848.21209,-1.88E-02,,848.4123894,-4.18E-03,,848.4123894,-4.98E-03,,848.4,-9.24E-03
,848.45132,0.00E+00,,,,,843.7146166,-4.48E-03,,836.63,0.00E+00,,848.7,2.86E-02,,848.7,2.78E-02,,848.6516892,-3.20E-03,,848.65169,5.10E-03,,848.65167,3.99E-03,,,,,848.4513207,4.28E-03,,848.7,7.97E-03,,848.6516724,1.89E-02,,656.02444,1.68E-04,,848.65167,8.22E-03,,848.45132,4.05E-02,,848.6516892,2.31E-04,,848.6516892,9.90E-04,,848.7,1.29E-02
,848.69056,0.00E+00,,,,,843.9514342,1.38E-02,,836.87,0.00E+00,,848.9,0.00E+00,,848.9,-4.02E-02,,848.890997,-4.71E-03,,848.891,0.00E+00,,848.89099,0.00E+00,,,,,848.6905589,1.81E-03,,848.9,0.00E+00,,848.8909912,1.12E-02,,656.14474,1.84E-04,,848.89099,0.00E+00,,848.69056,7.01E-03,,848.890997,-4.50E-03,,848.890997,-8.58E-05,,848.9,-1.01E-02
,848.9298,0.00E+00,,,,,844.1882607,4.17E-02,,837.1,0.00E+00,,849.1,3.14E-02,,849.1,6.20E-02,,849.1303129,1.51E-04,,849.13031,7.00E-03,,849.13031,2.23E-03,,,,,848.9298043,9.61E-03,,849.1,3.66E-03,,849.1303101,1.77E-02,,656.26505,1.99E-04,,849.13031,4.64E-03,,848.9298,3.62E-02,,849.1303129,-1.92E-03,,849.1303129,-1.41E-03,,849.1,4.89E-03
,849.16906,0.00E+00,,,,,844.4250961,-4.90E-03,,837.33,0.00E+00,,849.4,0.00E+00,,849.4,-2.07E-03,,849.3696369,-1.26E-02,,849.36964,0.00E+00,,849.36963,0.00E+00,,,,,849.169057,-8.83E-03,,849.4,0.00E+00,,849.3696289,1.49E-02,,656.38536,2.07E-04,,849.36963,0.00E+00,,849.16906,-1.18E-02,,849.3696369,-5.79E-03,,849.3696369,-7.36E-03,,849.4,-1.12E-02
,849.40832,0.00E+00,,,,,844.6619403,1.79E-02,,837.57,0.00E+00,,849.6,4.72E-02,,849.6,8.67E-02,,849.608969,6.19E-03,,849.60897,7.69E-03,,849.60895,4.77E-03,,,,,849.4083168,1.42E-02,,849.6,1.14E-02,,849.6089478,1.51E-02,,656.50568,2.46E-04,,849.60895,1.39E-02,,849.40832,2.10E-02,,849.608969,4.95E-03,,849.608969,2.52E-03,,849.6,1.43E-02
,849.64758,0.00E+00,,,,,844.8987933,-1.45E-02,,837.8,0.00E+00,,849.8,0.00E+00,,849.8,-2.18E-02,,849.8483091,-6.28E-03,,849.84831,0.00E+00,,849.84833,0.00E+00,,,,,849.6475838,-1.41E-03,,849.8,0.00E+00,,849.8483276,1.38E-02,,656.62599,2.19E-04,,849.84833,0.00E+00,,849.64758,-1.69E-02,,849.8483091,-8.17E-03,,849.8483091,-4.06E-03,,849.8,-9.59E-03
