LED Item #,M415LP1,,,M415L4,,,M430L5,,,M450LP2,,,M455L4,,,M470L5,,,M490L4,,,M505L4,,,M530L4,,,MINTL5,,,M565L3,,,M590L4,,,M595L4,,,M617L3,,,M625L4,,,M660L4,,,M680L4,,,M700L4,,,M730L5,
Min Output Power (mW),1640,,,1310,,,529.2,,,2118.1,,,1150,,,809,,,205,,,400,,,370,,,650,,,880,,,230,,,820,,,600,,,700,,,940,,,180,,,80,,,540,
Scaling Constant,1.01E+02,,,8.09E+01,,,2.48E+01,,,9.19E+01,,,5.06E+01,,,2.63E+01,,,6.66E+00,,,9.67E+00,,,8.95E+00,,,4.83E+00,,,7.89E+00,,,1.17E+01,,,9.82E+00,,,3.25E+01,,,2.99E+01,,,3.68E+01,,,6.83E+00,,,3.30E+00,,,1.22E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,849.88686,0.00E+00,,,,,845.1356552,2.90E-02,,838.03,0.00E+00,,850.1,4.91E-02,,850.1,3.89E-02,,850.0876572,6.37E-03,,850.08766,4.21E-03,,850.08765,2.91E-03,,,,,849.886858,1.07E-02,,850.1,1.03E-02,,850.0876465,2.22E-02,,656.74631,2.29E-04,,850.08765,1.18E-02,,849.88686,2.50E-02,,850.0876572,3.73E-04,,850.0876572,2.99E-03,,850.1,1.92E-02
,850.12614,0.00E+00,,,,,845.3725259,-4.94E-02,,838.27,0.00E+00,,850.3,0.00E+00,,850.3,3.30E-03,,850.3270134,-6.41E-03,,850.32701,0.00E+00,,850.32703,0.00E+00,,,,,850.1261393,-1.01E-02,,850.3,0.00E+00,,850.3270264,9.42E-03,,656.86662,2.16E-04,,850.32703,0.00E+00,,850.12614,-5.23E-02,,850.3270134,-8.04E-03,,850.3270134,-4.54E-03,,850.3,-1.32E-02
,850.36543,0.00E+00,,,,,845.6094054,1.66E-02,,838.5,0.00E+00,,850.6,3.14E-02,,850.6,3.56E-02,,850.5663776,1.26E-03,,850.56638,6.96E-03,,850.56641,3.25E-03,,,,,850.3654278,-6.35E-04,,850.6,9.51E-03,,850.5664063,9.75E-03,,656.98694,2.08E-04,,850.56641,8.43E-03,,850.36543,2.12E-02,,850.5663776,-7.10E-04,,850.5663776,8.65E-04,,850.6,9.21E-03
,850.60472,0.00E+00,,,,,845.8462938,-2.73E-02,,838.73,0.00E+00,,850.8,0.00E+00,,850.8,-5.45E-02,,850.8057499,-3.19E-03,,850.80575,0.00E+00,,850.80573,0.00E+00,,,,,850.6047235,-2.32E-03,,850.8,0.00E+00,,850.8057251,1.63E-02,,657.10726,2.25E-04,,850.80573,0.00E+00,,850.60472,-2.27E-02,,850.8057499,-4.10E-03,,850.8057499,-2.56E-03,,850.8,-1.71E-03
,850.84403,0.00E+00,,,,,846.083191,3.52E-03,,838.96,0.00E+00,,851.0,2.82E-02,,851.0,5.33E-02,,851.0451302,3.07E-03,,851.04513,8.38E-03,,851.04511,1.51E-03,,,,,850.8440264,1.07E-02,,851.0,1.19E-02,,851.045105,2.12E-02,,657.22759,2.15E-04,,851.04511,6.71E-03,,850.84403,2.91E-02,,851.0451302,5.13E-03,,851.0451302,1.42E-03,,851.0,1.31E-02
,851.08334,0.00E+00,,,,,846.3200971,8.89E-03,,839.2,0.00E+00,,851.3,0.00E+00,,851.3,-2.64E-02,,851.2845185,-7.28E-03,,851.28452,0.00E+00,,851.28455,0.00E+00,,,,,851.0833364,-6.33E-03,,851.3,0.00E+00,,851.2845459,6.42E-03,,657.34791,2.28E-04,,851.28455,0.00E+00,,851.08334,-3.23E-02,,851.2845185,-5.64E-03,,851.2845185,-4.22E-03,,851.3,-9.80E-03
,851.32265,0.00E+00,,,,,846.557012,4.44E-02,,839.43,0.00E+00,,851.5,8.08E-03,,851.5,-1.05E-02,,851.5239148,-8.42E-04,,851.52391,2.83E-03,,851.52393,1.82E-03,,,,,851.3226536,5.12E-03,,851.5,1.39E-03,,851.5239258,1.58E-02,,657.46824,1.86E-04,,851.52393,3.21E-03,,851.32265,8.08E-03,,851.5239148,-1.40E-03,,851.5239148,-2.14E-03,,851.5,1.04E-02
,851.56198,0.00E+00,,,,,846.7939357,8.32E-03,,839.66,0.00E+00,,851.8,0.00E+00,,851.8,-6.06E-02,,851.7633192,-3.47E-03,,851.76332,0.00E+00,,851.76331,0.00E+00,,,,,851.561978,-1.20E-02,,851.8,0.00E+00,,851.7633057,1.17E-02,,657.58857,2.07E-04,,851.76331,0.00E+00,,851.56198,-2.98E-02,,851.7633192,-6.40E-03,,851.7633192,-5.91E-03,,851.8,-1.24E-02
,851.80131,0.00E+00,,,,,847.0308682,2.07E-02,,839.9,0.00E+00,,852.0,2.19E-02,,852.0,7.96E-02,,852.0027316,1.83E-03,,852.00273,8.24E-03,,852.00275,2.47E-03,,,,,851.8013095,9.00E-03,,852.0,9.76E-03,,852.0027466,1.48E-02,,657.7089,2.20E-04,,852.00275,1.28E-02,,851.80131,2.05E-02,,852.0027316,7.89E-04,,852.0027316,1.43E-03,,852.0,1.65E-02
,852.04065,0.00E+00,,,,,847.2678096,-1.29E-02,,840.13,0.00E+00,,852.2,0.00E+00,,852.2,-1.14E-02,,852.2421521,-1.15E-02,,852.24215,0.00E+00,,852.24213,0.00E+00,,,,,852.0406481,-5.94E-03,,852.2,0.00E+00,,852.2421265,1.01E-02,,657.82923,3.14E-04,,852.24213,0.00E+00,,852.04065,-4.16E-02,,852.2421521,-8.02E-03,,852.2421521,-7.32E-03,,852.2,-1.39E-02
,852.27999,0.00E+00,,,,,847.5047599,-9.67E-04,,840.36,0.00E+00,,852.5,5.86E-02,,852.5,1.56E-02,,852.4815805,4.03E-03,,852.48158,0.00E+00,,852.48157,9.23E-04,,,,,852.2799939,4.43E-03,,852.5,1.63E-03,,852.4815674,1.84E-02,,657.94956,2.83E-04,,852.48157,9.31E-03,,852.27999,9.00E-03,,852.4815805,-4.67E-03,,852.4815805,1.42E-03,,852.5,1.26E-02
,852.51935,0.00E+00,,,,,847.7417189,-2.10E-02,,840.6,0.00E+00,,852.7,0.00E+00,,852.7,-7.17E-02,,852.721017,-8.21E-03,,852.72102,0.00E+00,,852.72101,0.00E+00,,,,,852.5193468,-1.19E-02,,852.7,0.00E+00,,852.7210083,1.23E-02,,658.0699,2.53E-04,,852.72101,0.00E+00,,852.51935,-4.82E-02,,852.721017,-1.33E-02,,852.721017,-7.84E-03,,852.7,-8.12E-03
,852.75871,0.00E+00,,,,,847.9786868,1.13E-02,,840.83,0.00E+00,,853.0,2.55E-02,,853.0,-1.24E-02,,852.9604614,8.46E-04,,852.96046,6.61E-03,,852.96045,3.12E-03,,,,,852.7587069,1.44E-02,,853.0,8.32E-03,,852.9604492,2.06E-02,,658.19023,2.12E-04,,852.96045,1.22E-02,,852.75871,2.31E-02,,852.9604614,3.02E-03,,852.9604614,3.15E-03,,853.0,8.86E-03
,852.99807,0.00E+00,,,,,848.2156635,-5.88E-03,,841.06,0.00E+00,,853.2,0.00E+00,,853.2,6.56E-03,,853.1999139,-8.76E-03,,853.19991,0.00E+00,,853.19989,0.00E+00,,,,,852.998074,-7.10E-04,,853.2,0.00E+00,,853.1998901,1.05E-02,,658.31057,2.66E-04,,853.19989,0.00E+00,,852.99807,-2.07E-02,,853.1999139,-8.21E-03,,853.1999139,-3.85E-03,,853.2,-1.15E-02
,853.23745,0.00E+00,,,,,848.452649,1.65E-02,,841.3,0.00E+00,,853.4,6.16E-02,,853.4,2.19E-02,,853.4393744,6.76E-03,,853.43937,1.64E-02,,853.43939,4.99E-03,,,,,853.2374484,1.38E-02,,853.4,1.39E-02,,853.4393921,1.86E-02,,658.43091,2.93E-04,,853.43939,1.18E-02,,853.23745,3.31E-02,,853.4393744,7.08E-03,,853.4393744,4.98E-03,,853.4,2.04E-02
,853.47683,0.00E+00,,,,,848.6896434,-3.77E-04,,841.53,0.00E+00,,853.7,0.00E+00,,853.7,-6.44E-02,,853.6788429,-1.09E-02,,853.67884,0.00E+00,,853.67883,0.00E+00,,,,,853.4768298,-6.04E-03,,853.7,0.00E+00,,853.678833,8.79E-03,,658.55125,3.03E-04,,853.67883,0.00E+00,,853.47683,-4.71E-02,,853.6788429,-1.38E-02,,853.6788429,-8.22E-03,,853.7,-1.05E-02
,853.71622,0.00E+00,,,,,848.9266466,4.44E-03,,841.76,0.00E+00,,853.9,1.06E-02,,853.9,4.60E-03,,853.9183194,6.46E-03,,853.91832,5.79E-03,,853.91833,4.95E-03,,,,,853.7162183,1.17E-02,,853.9,4.64E-03,,853.918335,2.19E-02,,658.6716,3.01E-04,,853.91833,9.30E-03,,853.71622,4.67E-02,,853.9183194,2.37E-03,,853.9183194,1.09E-03,,853.9,1.27E-02
,853.95561,0.00E+00,,,,,849.1636586,-2.78E-02,,842,0.00E+00,,854.2,0.00E+00,,854.2,-4.24E-02,,854.1578038,-5.61E-03,,854.1578,0.00E+00,,854.15778,0.00E+00,,,,,853.955614,-1.09E-02,,854.2,0.00E+00,,854.1577759,9.36E-03,,658.79194,2.75E-04,,854.15778,0.00E+00,,853.95561,-2.95E-02,,854.1578038,-1.21E-02,,854.1578038,-8.85E-03,,854.2,-1.38E-02
,854.19502,0.00E+00,,,,,849.4006795,-1.55E-02,,842.23,0.00E+00,,854.4,1.89E-03,,854.4,7.63E-02,,854.3972963,8.55E-03,,854.3973,7.38E-03,,854.39728,5.71E-03,,,,,854.1950168,3.07E-02,,854.4,9.88E-03,,854.3972778,1.65E-02,,658.91229,2.47E-04,,854.39728,1.23E-02,,854.19502,5.37E-02,,854.3972963,5.26E-03,,854.3972963,3.70E-03,,854.4,1.09E-02
,854.43443,0.00E+00,,,,,849.6377092,1.46E-02,,842.46,0.00E+00,,854.6,0.00E+00,,854.6,4.87E-02,,854.6367968,-3.25E-03,,854.6368,0.00E+00,,854.63678,0.00E+00,,,,,854.4344266,-6.66E-04,,854.6,0.00E+00,,854.6367798,8.84E-03,,659.03264,2.45E-04,,854.63678,0.00E+00,,854.43443,-3.18E-02,,854.6367968,-9.74E-03,,854.6367968,-7.07E-03,,854.6,-9.65E-03
,854.67384,0.00E+00,,,,,849.8747477,1.60E-02,,842.7,0.00E+00,,854.9,2.55E-02,,854.9,3.27E-02,,854.8763052,3.68E-03,,854.87631,1.14E-02,,854.87628,5.16E-03,,,,,854.6738436,1.40E-02,,854.9,9.53E-03,,854.8762817,1.56E-02,,659.15299,2.58E-04,,854.87628,9.58E-03,,854.67384,3.65E-02,,854.8763052,6.69E-03,,854.8763052,3.18E-03,,854.9,1.40E-02
,854.91327,0.00E+00,,,,,850.111795,-7.19E-02,,842.93,0.00E+00,,855.1,0.00E+00,,855.1,-1.93E-02,,855.1158216,-7.52E-03,,855.11582,0.00E+00,,855.11584,0.00E+00,,,,,854.9132677,1.24E-02,,855.1,0.00E+00,,855.1158447,1.09E-02,,659.27334,2.91E-04,,855.11584,0.00E+00,,854.91327,-1.47E-02,,855.1158216,-6.69E-03,,855.1158216,-2.15E-03,,855.1,-1.59E-03
,855.1527,0.00E+00,,,,,850.3488511,1.54E-02,,843.16,0.00E+00,,855.4,2.55E-02,,855.4,2.23E-03,,855.355346,8.87E-03,,855.35535,1.13E-02,,855.35535,5.12E-03,,,,,855.1526989,1.02E-02,,855.4,1.19E-02,,855.3553467,1.85E-02,,659.3937,2.65E-04,,855.35535,1.08E-02,,855.1527,8.25E-03,,855.355346,3.48E-03,,855.355346,-1.66E-03,,855.4,1.83E-02
,855.39214,0.00E+00,,,,,850.5859161,1.87E-03,,843.4,0.00E+00,,855.6,0.00E+00,,855.6,-3.08E-02,,855.5948784,-1.10E-02,,855.59488,0.00E+00,,855.59485,0.00E+00,,,,,855.3921371,-5.51E-03,,855.6,0.00E+00,,855.5948486,1.21E-02,,659.51405,2.93E-04,,855.59485,0.00E+00,,855.39214,-3.67E-02,,855.5948784,-8.51E-03,,855.5948784,-5.92E-03,,855.6,-1.08E-02
,855.63158,0.00E+00,,,,,850.8229899,7.07E-04,,843.63,0.00E+00,,855.8,5.78E-02,,855.8,5.34E-03,,855.8344188,3.78E-03,,855.83442,1.11E-02,,855.83441,4.69E-03,,,,,855.6315825,1.83E-03,,855.8,6.55E-03,,855.8344116,9.74E-03,,659.63441,2.84E-04,,855.83441,1.20E-02,,855.63158,3.28E-02,,855.8344188,6.85E-03,,855.8344188,2.85E-03,,855.8,1.47E-02
,855.87103,0.00E+00,,,,,851.0600725,-2.44E-02,,843.86,0.00E+00,,856.1,0.00E+00,,856.1,1.48E-03,,856.0739671,-1.27E-02,,856.07397,0.00E+00,,856.07397,0.00E+00,,,,,855.8710349,-9.09E-03,,856.1,0.00E+00,,856.0739746,9.93E-03,,659.75477,3.19E-04,,856.07397,0.00E+00,,855.87103,-3.72E-02,,856.0739671,-1.08E-02,,856.0739671,-6.81E-03,,856.1,-2.43E-02
,856.11049,0.00E+00,,,,,851.2971639,4.39E-02,,844.1,0.00E+00,,856.3,6.69E-02,,856.3,-4.97E-02,,856.3135234,-1.08E-03,,856.31352,1.20E-02,,856.31354,4.28E-03,,,,,856.1104944,1.63E-02,,856.3,1.23E-02,,856.3135376,9.06E-03,,659.87513,3.01E-04,,856.31354,3.47E-03,,856.11049,5.82E-02,,856.3135234,1.13E-03,,856.3135234,1.46E-03,,856.3,1.27E-02
,856.34996,0.00E+00,,,,,851.5342642,-1.34E-02,,844.33,0.00E+00,,856.6,0.00E+00,,856.6,-1.18E-02,,856.5530876,-1.03E-02,,856.55309,0.00E+00,,856.5531,0.00E+00,,,,,856.349961,7.30E-03,,856.6,0.00E+00,,856.5531006,7.77E-03,,659.99549,2.77E-04,,856.5531,0.00E+00,,856.34996,-2.38E-02,,856.5530876,-6.07E-03,,856.5530876,-8.55E-03,,856.6,-1.34E-02
,856.58943,0.00E+00,,,,,851.7713732,-1.62E-02,,844.56,0.00E+00,,856.8,2.46E-02,,856.8,-3.17E-02,,856.7926598,9.96E-04,,856.79266,9.57E-03,,856.79266,1.19E-03,,,,,856.5894347,1.23E-02,,856.8,4.81E-03,,856.7926636,1.25E-02,,660.11586,2.25E-04,,856.79266,1.18E-02,,856.58943,2.18E-02,,856.7926598,9.11E-04,,856.7926598,-1.10E-03,,856.8,1.26E-02
,856.82892,0.00E+00,,,,,852.0084911,-2.05E-02,,844.8,0.00E+00,,857.0,0.00E+00,,857.0,-4.38E-02,,857.03224,-1.44E-02,,857.03224,0.00E+00,,857.03223,0.00E+00,,,,,856.8289154,-1.08E-02,,857.0,0.00E+00,,857.0322266,1.47E-02,,660.23622,2.34E-04,,857.03223,0.00E+00,,856.82892,-3.60E-02,,857.03224,-1.12E-02,,857.03224,-8.36E-03,,857.0,-1.62E-02
,857.0684,0.00E+00,,,,,852.2456178,1.99E-02,,845.03,0.00E+00,,857.3,2.84E-02,,857.3,-5.63E-03,,857.2718281,-5.33E-05,,857.27183,8.77E-03,,857.27185,4.43E-03,,,,,857.0684032,1.66E-02,,857.3,8.82E-03,,857.2718506,1.68E-02,,660.35659,2.53E-04,,857.27185,9.99E-03,,857.0684,1.90E-02,,857.2718281,1.65E-03,,857.2718281,1.62E-03,,857.3,1.94E-02
,857.3079,0.00E+00,,,,,852.4827533,-1.14E-02,,845.26,0.00E+00,,857.5,0.00E+00,,857.5,7.87E-03,,857.5114242,-7.77E-03,,857.51142,0.00E+00,,857.51141,0.00E+00,,,,,857.307898,3.73E-03,,857.5,0.00E+00,,857.5114136,1.22E-02,,660.47696,2.66E-04,,857.51141,0.00E+00,,857.3079,-2.09E-02,,857.5114242,-6.73E-03,,857.5114242,-4.71E-03,,857.5,-1.26E-02
,857.5474,0.00E+00,,,,,852.7198976,3.45E-02,,845.5,0.00E+00,,857.8,3.80E-02,,857.8,3.39E-02,,857.7510283,3.09E-03,,857.75103,8.53E-03,,857.75104,4.27E-03,,,,,857.5473999,1.96E-02,,857.8,6.69E-03,,857.7510376,1.66E-02,,660.59733,2.63E-04,,857.75104,9.41E-03,,857.5474,4.16E-02,,857.7510283,5.81E-03,,857.7510283,-8.70E-05,,857.8,1.81E-02
,857.78691,0.00E+00,,,,,852.9570508,1.97E-02,,845.73,0.00E+00,,858.0,0.00E+00,,858.0,-1.90E-02,,857.9906402,-8.45E-03,,857.99064,0.00E+00,,857.99066,0.00E+00,,,,,857.7869089,3.64E-03,,858.0,0.00E+00,,857.9906616,9.52E-03,,660.7177,2.33E-04,,857.99066,0.00E+00,,857.78691,-3.94E-02,,857.9906402,-5.74E-03,,857.9906402,-3.67E-03,,858.0,-7.16E-03
,858.02642,0.00E+00,,,,,853.1942127,5.18E-02,,845.97,0.00E+00,,858.2,7.12E-02,,858.2,6.45E-02,,858.2302601,-2.18E-03,,858.23026,1.10E-02,,858.23029,7.92E-03,,,,,858.0264248,8.07E-03,,858.2,1.14E-02,,858.2302856,1.23E-02,,660.83808,2.68E-04,,858.23029,1.00E-02,,858.02642,5.78E-02,,858.2302601,1.01E-02,,858.2302601,5.26E-03,,858.2,1.79E-02
,858.26595,0.00E+00,,,,,853.4313835,2.95E-02,,846.2,0.00E+00,,858.5,0.00E+00,,858.5,2.77E-02,,858.469888,-1.31E-02,,858.46989,0.00E+00,,858.46991,0.00E+00,,,,,858.2659479,-5.08E-03,,858.5,0.00E+00,,858.4699097,6.31E-03,,660.95845,2.55E-04,,858.46991,0.00E+00,,858.26595,7.97E-03,,858.469888,-1.04E-02,,858.469888,-6.22E-03,,858.5,-5.12E-03
,858.50548,0.00E+00,,,,,853.6685631,1.47E-02,,846.43,0.00E+00,,858.7,4.10E-02,,858.7,9.37E-02,,858.7095238,2.94E-03,,858.70952,8.72E-03,,858.70953,2.35E-03,,,,,858.505478,3.74E-03,,858.7,8.72E-03,,858.7095337,1.56E-02,,661.07883,2.52E-04,,858.70953,1.15E-02,,858.50548,2.09E-02,,858.7095238,7.41E-03,,858.7095238,1.07E-03,,858.7,9.36E-03
,858.74502,0.00E+00,,,,,853.9057515,-2.10E-02,,846.67,0.00E+00,,858.9,0.00E+00,,858.9,-5.92E-02,,858.9491675,-8.64E-03,,858.94917,0.00E+00,,858.94916,0.00E+00,,,,,858.7450151,2.74E-03,,858.9,0.00E+00,,858.9491577,5.77E-03,,661.19921,2.50E-04,,858.94916,0.00E+00,,858.74502,-3.50E-02,,858.9491675,-4.61E-03,,858.9491675,-3.36E-03,,858.9,-1.73E-02
,858.98456,0.00E+00,,,,,854.1429487,5.85E-02,,846.9,0.00E+00,,859.2,5.33E-02,,859.2,4.83E-02,,859.1888191,7.83E-03,,859.18882,1.00E-02,,859.18884,7.23E-03,,,,,858.9845592,5.84E-03,,859.2,1.35E-02,,859.1888428,1.60E-02,,661.31959,2.55E-04,,859.18884,1.11E-02,,858.98456,2.28E-02,,859.1888191,9.36E-03,,859.1888191,4.76E-03,,859.2,1.86E-02
,859.22411,0.00E+00,,,,,854.3801547,-3.25E-02,,847.13,0.00E+00,,859.4,0.00E+00,,859.4,1.39E-02,,859.4284787,-1.22E-02,,859.42848,0.00E+00,,859.42847,0.00E+00,,,,,859.2241104,-6.67E-03,,859.4,0.00E+00,,859.4284668,6.40E-03,,661.43998,2.91E-04,,859.42847,0.00E+00,,859.22411,-5.30E-02,,859.4284787,-1.79E-02,,859.4284787,-1.04E-02,,859.4,-2.59E-02
,859.46367,0.00E+00,,,,,854.6173695,-1.72E-02,,847.37,0.00E+00,,859.7,5.24E-02,,859.7,-1.38E-02,,859.6681462,1.33E-03,,859.66815,7.86E-03,,859.66815,2.55E-03,,,,,859.4636685,5.57E-03,,859.7,7.52E-03,,859.6681519,1.48E-02,,661.56036,2.56E-04,,859.66815,9.76E-03,,859.46367,5.48E-02,,859.6681462,-7.78E-04,,859.6681462,-4.46E-03,,859.7,1.97E-02
,859.70323,0.00E+00,,,,,854.8545931,-4.81E-03,,847.6,0.00E+00,,859.9,0.00E+00,,859.9,-7.95E-03,,859.9078216,-7.58E-03,,859.90782,0.00E+00,,859.90784,0.00E+00,,,,,859.7032337,-4.56E-03,,859.9,0.00E+00,,859.9078369,4.69E-03,,661.68075,2.82E-04,,859.90784,0.00E+00,,859.70323,-1.49E-02,,859.9078216,-2.60E-03,,859.9078216,-1.88E-03,,859.9,-6.21E-03
,859.94281,0.00E+00,,,,,855.0918255,-1.22E-02,,847.83,0.00E+00,,860.1,3.82E-02,,860.1,4.80E-02,,860.147505,1.38E-03,,860.1475,6.63E-03,,860.14752,5.67E-03,,,,,859.942806,3.18E-03,,860.1,1.55E-03,,860.147522,1.53E-02,,661.80113,2.93E-04,,860.14752,1.14E-02,,859.94281,5.08E-02,,860.147505,1.42E-03,,860.147505,1.68E-04,,860.1,1.71E-02
,860.18239,0.00E+00,,,,,855.3290668,1.20E-03,,848.07,0.00E+00,,860.4,0.00E+00,,860.4,-6.61E-03,,860.3871962,-6.47E-03,,860.3872,0.00E+00,,860.38721,0.00E+00,,,,,860.1823852,-7.49E-03,,860.4,0.00E+00,,860.387207,1.06E-02,,661.92152,3.22E-04,,860.38721,0.00E+00,,860.18239,-2.47E-02,,860.3871962,-9.65E-03,,860.3871962,-4.63E-03,,860.4,-1.37E-02
,860.42197,0.00E+00,,,,,855.5663168,3.08E-02,,848.3,0.00E+00,,860.6,5.62E-02,,860.6,-4.85E-03,,860.6268954,4.12E-03,,860.6269,7.66E-03,,860.62689,7.10E-03,,,,,860.4219714,8.51E-03,,860.6,1.63E-02,,860.6268921,5.88E-03,,662.04192,3.11E-04,,860.62689,1.10E-02,,860.42197,1.95E-02,,860.6268954,5.95E-03,,860.6268954,1.40E-03,,860.6,1.81E-02
,860.66156,0.00E+00,,,,,855.8035757,1.43E-03,,848.53,0.00E+00,,860.9,0.00E+00,,860.9,-6.07E-02,,860.8666025,-5.91E-03,,860.8666,0.00E+00,,860.86658,0.00E+00,,,,,860.6615647,1.71E-04,,860.9,0.00E+00,,860.8665771,4.95E-03,,662.16231,2.85E-04,,860.86658,0.00E+00,,860.66156,-1.53E-02,,860.8666025,-8.67E-03,,860.8666025,-1.59E-03,,860.9,-5.54E-03
,860.90116,0.00E+00,,,,,856.0408433,2.68E-02,,848.77,0.00E+00,,861.1,4.65E-02,,861.1,5.08E-02,,861.1063174,9.99E-03,,861.10632,1.25E-02,,861.10632,7.38E-03,,,,,860.9011649,1.39E-02,,861.1,7.71E-03,,861.1063232,1.42E-02,,662.2827,3.08E-04,,861.10632,4.14E-03,,860.90116,1.20E-02,,861.1063174,5.87E-03,,861.1063174,4.91E-03,,861.1,2.23E-02
,861.14077,0.00E+00,,,,,856.2781198,2.58E-02,,849,0.00E+00,,861.3,0.00E+00,,861.3,-6.50E-02,,861.3460403,-1.31E-02,,861.34604,0.00E+00,,861.34607,0.00E+00,,,,,861.1407721,1.42E-03,,861.3,0.00E+00,,861.3460693,1.58E-02,,662.4031,3.18E-04,,861.34607,0.00E+00,,861.14077,-2.47E-02,,861.3460403,-7.85E-03,,861.3460403,-4.19E-03,,861.3,-9.16E-03
,861.38039,0.00E+00,,,,,856.515405,3.75E-02,,849.23,0.00E+00,,861.6,5.26E-02,,861.6,4.87E-02,,861.5857711,1.16E-03,,861.58577,8.22E-03,,861.58575,3.95E-03,,,,,861.3803863,2.02E-03,,861.6,9.33E-03,,861.5857544,1.50E-02,,662.5235,3.58E-04,,861.58575,1.09E-02,,861.38039,4.23E-02,,861.5857711,3.99E-03,,861.5857711,2.54E-03,,861.6,1.50E-02
,861.62001,0.00E+00,,,,,856.7526991,-6.13E-02,,849.47,0.00E+00,,861.8,0.00E+00,,861.8,-6.14E-02,,861.8255098,-1.29E-02,,861.82551,0.00E+00,,861.8255,0.00E+00,,,,,861.6200075,-7.91E-03,,861.8,0.00E+00,,861.8255005,9.19E-03,,662.6439,3.33E-04,,861.8255,0.00E+00,,861.62001,-3.94E-02,,861.8255098,-1.60E-02,,861.8255098,-7.27E-03,,861.8,-2.11E-02
,861.85964,0.00E+00,,,,,856.9900019,2.04E-02,,849.7,0.00E+00,,862.1,5.96E-02,,862.1,2.01E-02,,862.0652563,1.39E-04,,862.06526,6.83E-03,,862.06525,2.50E-03,,,,,861.8596357,1.84E-02,,862.1,1.08E-02,,862.0652466,1.16E-02,,662.7643,3.42E-04,,862.06525,9.19E-03,,861.85964,1.79E-02,,862.0652563,1.46E-03,,862.0652563,1.25E-03,,862.1,2.18E-02
,862.09927,0.00E+00,,,,,857.2273136,2.83E-02,,849.93,0.00E+00,,862.3,0.00E+00,,862.3,-7.73E-02,,862.3050108,-1.21E-02,,862.30501,0.00E+00,,862.30499,0.00E+00,,,,,862.0992709,-1.04E-02,,862.3,0.00E+00,,862.3049927,3.36E-03,,662.8847,3.03E-04,,862.30499,0.00E+00,,862.09927,-1.76E-02,,862.3050108,-1.04E-02,,862.3050108,-5.24E-03,,862.3,-4.44E-03
,862.33891,0.00E+00,,,,,857.464634,4.35E-04,,850.17,0.00E+00,,862.5,1.69E-02,,862.5,5.51E-02,,862.5447731,3.51E-03,,862.54477,5.71E-03,,862.5448,6.61E-03,,,,,862.338913,1.21E-02,,862.5,1.97E-02,,862.5447998,1.22E-02,,663.00511,3.18E-04,,862.5448,4.75E-03,,862.33891,3.27E-02,,862.5447731,9.71E-03,,862.5447731,5.45E-03,,862.5,2.20E-02
,862.57856,0.00E+00,,,,,857.7019633,0.00E+00,,850.4,0.00E+00,,862.8,0.00E+00,,862.8,-9.22E-02,,862.7845433,-1.91E-02,,862.78454,0.00E+00,,862.78455,0.00E+00,,,,,862.5785621,-8.97E-03,,862.8,0.00E+00,,862.7845459,6.37E-03,,663.12551,2.89E-04,,862.78455,0.00E+00,,862.57856,-3.67E-02,,862.7845433,-1.57E-02,,862.7845433,-1.43E-02,,862.8,-1.71E-02
,862.81822,0.00E+00,,,,,857.9393013,0.00E+00,,850.64,0.00E+00,,863.0,4.44E-02,,863.0,-1.06E-02,,863.0243214,2.22E-03,,863.02432,9.51E-03,,863.02429,6.36E-03,,,,,862.8182182,1.26E-02,,863.0,1.43E-02,,863.024292,1.14E-02,,663.24592,3.11E-04,,863.02429,1.03E-02,,862.81822,3.83E-02,,863.0243214,2.64E-03,,863.0243214,2.43E-03,,863.0,2.35E-02
,863.05788,0.00E+00,,,,,858.1766482,0.00E+00,,850.87,0.00E+00,,863.3,0.00E+00,,863.3,-6.53E-02,,863.2641074,-1.42E-02,,863.26411,0.00E+00,,863.2641,0.00E+00,,,,,863.0578813,-6.86E-03,,863.3,0.00E+00,,863.2640991,9.47E-03,,663.36633,2.94E-04,,863.2641,0.00E+00,,863.05788,-5.12E-02,,863.2641074,-8.83E-03,,863.2641074,-6.61E-03,,863.3,-1.12E-02
