LED Item #,M365L3,,,M365L3,,,M365LP1,,,M375L4,,,M385L2,,,M385L3,,,M385LP1,,,M395L4,,,M395L5,,,M395LP1,,,M405L4,,,M405LP1,
Min Output Power (mW),880,,,880,,,1350,,,1270,,,270,,,1240,,,1650,,,400,,,1130,,,1420,,,1000,,,1200,
Scaling Constant,7.31E+01,,,7.31E+01,,,1.01E+02,,,1.61E+02,,,2.15E+01,,,9.84E+01,,,1.23E+02,,,2.42E+01,,,7.15E+01,,,8.98E+01,,,6.24E+01,,,7.33E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,6.94E+02,-6.23E-03,,6.94E+02,-6.23E-03,,693.9518742,1.99E-02,,348.20121,7.87E-02,,575.62776,1.79E-02,,694.25018,-2.49E-02,,693.9518742,3.55E-02,,693.95187,1.15E-02,,694.2501831,4.26E-02,,694.2501831,5.35E-02,,686.2034912,4.22E-02,,693.9518742,3.00E-02
,6.94E+02,-5.73E-03,,6.94E+02,-5.73E-03,,694.1855596,-1.87E-02,,348.27934,5.74E-03,,575.7449,0.00E+00,,694.48358,-8.79E-02,,694.1855596,-9.16E-02,,694.18556,-2.69E-02,,694.4835815,-1.97E-02,,694.4835815,-2.47E-02,,686.4348145,3.54E-02,,694.1855596,-5.13E-02
,6.95E+02,1.03E-01,,6.95E+02,1.03E-01,,694.4192549,-1.86E-02,,348.35748,5.70E-02,,575.86206,3.29E-02,,694.71698,-7.70E-03,,694.4192549,2.25E-02,,694.41925,5.85E-03,,694.71698,3.62E-02,,694.71698,4.55E-02,,686.6661987,4.89E-02,,694.4192549,3.03E-02
,6.95E+02,2.73E-02,,6.95E+02,2.73E-02,,694.6529599,-1.54E-02,,348.43562,-4.39E-03,,575.97922,0.00E+00,,694.95038,-3.16E-02,,694.6529599,-8.39E-02,,694.65296,-2.07E-02,,694.9503784,-3.20E-02,,694.9503784,-4.03E-02,,686.897522,2.58E-02,,694.6529599,-4.34E-02
,6.95E+02,9.54E-02,,6.95E+02,9.54E-02,,694.8866748,9.04E-03,,348.51377,3.30E-02,,576.09638,4.36E-02,,695.18378,4.63E-02,,694.8866748,-3.03E-03,,694.88667,7.73E-04,,695.1837769,5.78E-02,,695.1837769,7.26E-02,,687.1289063,4.83E-02,,694.8866748,2.94E-02
,6.95E+02,6.38E-02,,6.95E+02,6.38E-02,,695.1203994,-1.82E-02,,348.59191,-4.26E-02,,576.21356,0.00E+00,,695.41718,-3.80E-02,,695.1203994,-1.05E-01,,695.1204,-2.13E-02,,695.4171753,1.99E-02,,695.4171753,2.51E-02,,687.3602295,2.97E-02,,695.1203994,-4.13E-02
,6.96E+02,5.26E-02,,6.96E+02,5.26E-02,,695.3541338,-1.99E-03,,348.67006,-2.80E-02,,576.33074,1.79E-02,,695.65063,1.31E-01,,695.3541338,-2.40E-02,,695.35413,9.61E-03,,695.6506348,6.27E-02,,695.6506348,7.88E-02,,687.5916138,3.50E-02,,695.3541338,2.86E-02
,6.96E+02,-1.58E-02,,6.96E+02,-1.58E-02,,695.587878,1.08E-02,,348.74821,-8.68E-02,,576.44792,3.36E-03,,695.88409,-1.13E-01,,695.587878,-1.24E-01,,695.58788,-1.57E-02,,695.8840942,-1.90E-02,,695.8840942,-2.38E-02,,687.822998,1.13E-02,,695.587878,-4.65E-02
,6.96E+02,6.93E-02,,6.96E+02,6.93E-02,,695.821632,-1.04E-02,,348.82637,-3.94E-02,,576.56511,1.42E-02,,696.11749,-1.06E-02,,695.821632,1.67E-02,,695.82163,7.70E-03,,696.1174927,2.84E-02,,696.1174927,3.57E-02,,688.0543823,2.45E-02,,695.821632,3.36E-02
,6.96E+02,1.63E-02,,6.96E+02,1.63E-02,,696.0553958,-1.57E-02,,348.90452,-8.07E-02,,576.68231,0.00E+00,,696.35095,-5.40E-02,,696.0553958,-1.40E-01,,696.0554,-3.38E-02,,696.3509521,-9.40E-03,,696.3509521,-1.18E-02,,688.2858276,1.23E-02,,696.0553958,-4.90E-02
,6.97E+02,1.53E-02,,6.97E+02,1.53E-02,,696.2891693,-4.64E-03,,348.98268,-1.71E-02,,576.79951,2.94E-02,,696.58447,4.30E-02,,696.2891693,2.50E-02,,696.28917,-6.36E-04,,696.5844727,3.73E-02,,696.5844727,4.68E-02,,688.5172119,2.53E-02,,696.2891693,3.37E-02
,6.97E+02,3.69E-02,,6.97E+02,3.69E-02,,696.5229526,-1.25E-02,,349.06085,-8.15E-02,,576.91672,0.00E+00,,696.81793,-5.78E-02,,696.5229526,-6.73E-02,,696.52295,-1.76E-02,,696.8179321,2.67E-02,,696.8179321,3.35E-02,,688.7486572,5.07E-04,,696.5229526,-4.01E-02
,6.97E+02,1.72E-02,,6.97E+02,1.72E-02,,696.7567457,1.36E-02,,349.13901,-2.08E-02,,577.03394,4.58E-02,,697.05139,3.28E-02,,696.7567457,-5.80E-04,,696.75675,4.83E-03,,697.0513916,1.43E-02,,697.0513916,1.80E-02,,688.9801025,1.79E-02,,696.7567457,2.80E-02
,6.97E+02,-2.79E-02,,6.97E+02,-2.79E-02,,696.9905485,-5.30E-04,,349.21718,-9.45E-02,,577.15116,0.00E+00,,697.28491,-3.52E-02,,696.9905485,-7.82E-02,,696.99055,-1.97E-02,,697.2849121,-5.22E-02,,697.2849121,-6.56E-02,,689.2115479,-2.40E-03,,696.9905485,-3.90E-02
,6.98E+02,2.23E-02,,6.98E+02,2.23E-02,,697.2243611,-1.07E-03,,349.29535,-3.00E-02,,577.26839,3.31E-02,,697.51843,-2.44E-02,,697.2243611,-2.75E-02,,697.22436,9.42E-03,,697.5184326,4.05E-02,,697.5184326,5.08E-02,,689.4429932,2.69E-03,,697.2243611,2.10E-02
,6.98E+02,1.84E-02,,6.98E+02,1.84E-02,,697.4581835,-1.60E-02,,349.37352,-1.12E-01,,577.38563,0.00E+00,,697.75195,-5.65E-02,,697.4581835,-4.46E-02,,697.45818,-1.52E-02,,697.7519531,-2.92E-02,,697.7519531,-3.67E-02,,689.6744385,-7.98E-03,,697.4581835,-5.05E-02
,6.98E+02,2.92E-03,,6.98E+02,2.92E-03,,697.6920156,1.58E-02,,349.45170,-6.03E-02,,577.50287,2.05E-02,,697.98547,1.87E-02,,697.6920156,-2.31E-02,,697.69202,4.63E-06,,697.9854736,4.39E-03,,697.9854736,5.52E-03,,689.9059448,2.78E-02,,697.6920156,3.47E-02
,6.98E+02,4.64E-03,,6.98E+02,4.64E-03,,697.9258574,-1.26E-02,,349.52988,-6.98E-02,,577.62012,0.00E+00,,698.21899,-5.29E-02,,697.9258574,-1.40E-01,,697.92586,-2.10E-02,,698.2189941,-5.87E-03,,698.2189941,-7.37E-03,,690.1373901,-1.23E-02,,697.9258574,-5.36E-02
,6.98E+02,8.95E-02,,6.98E+02,8.95E-02,,698.159709,1.03E-02,,349.60806,-5.53E-02,,577.73737,2.58E-02,,698.45258,2.40E-02,,698.159709,6.00E-02,,698.15971,1.06E-02,,698.4525757,2.91E-02,,698.4525757,3.66E-02,,690.3688965,2.44E-02,,698.159709,3.36E-02
,6.99E+02,5.68E-02,,6.99E+02,5.68E-02,,698.3935703,4.53E-03,,349.68624,-6.30E-02,,577.85463,0.00E+00,,698.68610,4.40E-02,,698.3935703,1.12E-02,,698.39357,5.16E-03,,698.6860962,3.34E-02,,698.6860962,4.20E-02,,690.6004028,1.24E-02,,698.3935703,4.06E-02
,6.99E+02,-1.56E-02,,6.99E+02,-1.56E-02,,698.6274414,-2.58E-02,,349.76443,-5.34E-02,,577.9719,3.01E-02,,698.91968,-4.84E-02,,698.6274414,-1.20E-01,,698.62744,-2.85E-02,,698.9196777,4.79E-02,,698.9196777,6.02E-02,,690.8319092,-9.98E-03,,698.6274414,-4.79E-02
,6.99E+02,4.54E-02,,6.99E+02,4.54E-02,,698.8613221,1.37E-02,,349.84262,-2.22E-02,,578.08917,0.00E+00,,699.15326,-5.64E-03,,698.8613221,4.45E-02,,698.86132,3.80E-03,,699.1532593,4.61E-02,,699.1532593,5.80E-02,,691.0634155,1.16E-02,,698.8613221,2.76E-02
,6.99E+02,-3.99E-02,,6.99E+02,-3.99E-02,,699.0952126,1.68E-02,,349.92081,-2.24E-02,,578.20645,3.91E-02,,699.38684,-7.90E-02,,699.0952126,-5.77E-02,,699.09521,-8.65E-03,,699.3868408,-2.35E-02,,699.3868408,-2.96E-02,,691.2949219,-1.93E-02,,699.0952126,-4.03E-02
,7.00E+02,3.64E-02,,7.00E+02,3.64E-02,,699.3291129,7.08E-03,,349.99900,-2.44E-02,,578.32373,0.00E+00,,699.62048,-2.67E-02,,699.3291129,2.30E-02,,699.32911,7.86E-03,,699.6204834,6.10E-02,,699.6204834,7.66E-02,,691.5264893,1.10E-02,,699.3291129,2.41E-02
,7.00E+02,3.25E-02,,7.00E+02,3.25E-02,,699.5630228,-1.62E-02,,350.07720,-3.08E-02,,578.44103,3.57E-02,,699.85406,2.38E-02,,699.5630228,-1.23E-01,,699.56302,-1.87E-02,,699.8540649,-9.05E-03,,699.8540649,-1.14E-02,,691.7580566,-1.86E-02,,699.5630228,-5.83E-02
,7.00E+02,4.21E-02,,7.00E+02,4.21E-02,,699.7969425,4.90E-03,,350.15540,-4.70E-02,,578.55832,0.00E+00,,700.08771,1.18E-02,,699.7969425,2.02E-02,,699.79694,8.80E-04,,700.0877075,4.22E-02,,700.0877075,5.31E-02,,691.989563,-3.18E-03,,699.7969425,3.96E-02
,7.00E+02,-5.55E-04,,7.00E+02,-5.55E-04,,700.0308718,7.05E-03,,350.23360,-4.52E-02,,578.67563,3.50E-02,,700.32129,-5.58E-02,,700.0308718,-6.01E-02,,700.03087,-1.46E-02,,700.3212891,-3.59E-02,,700.3212891,-4.51E-02,,692.2211304,-8.85E-03,,700.0308718,-4.05E-02
,7.01E+02,4.36E-02,,7.01E+02,4.36E-02,,700.2648109,9.84E-03,,350.31180,-3.20E-02,,578.79294,0.00E+00,,700.55493,2.83E-02,,700.2648109,5.49E-02,,700.26481,1.10E-02,,700.5549316,3.33E-03,,700.5549316,4.18E-03,,692.4526978,1.08E-02,,700.2648109,2.79E-02
,7.01E+02,-2.32E-02,,7.01E+02,-2.32E-02,,700.4987597,-2.20E-02,,350.39001,-2.77E-02,,578.91026,1.49E-02,,700.78864,-4.10E-02,,700.4987597,-1.62E-01,,700.49876,-2.39E-02,,700.7886353,1.25E-02,,700.7886353,1.57E-02,,692.6843262,-1.38E-02,,700.4987597,-3.96E-02
,7.01E+02,8.99E-02,,7.01E+02,8.99E-02,,700.7327182,5.24E-03,,350.46822,-6.61E-03,,579.02758,1.87E-03,,701.02228,4.01E-02,,700.7327182,-2.40E-02,,700.73272,7.44E-03,,701.0222778,-1.26E-02,,701.0222778,-1.58E-02,,692.9158936,8.62E-03,,700.7327182,3.19E-02
,7.01E+02,2.15E-02,,7.01E+02,2.15E-02,,700.9666863,-1.62E-02,,350.54643,1.36E-02,,579.14491,3.01E-02,,701.25592,-5.61E-02,,700.9666863,-8.68E-02,,700.96669,-2.89E-02,,701.2559204,-2.71E-02,,701.2559204,-3.40E-02,,693.147522,-2.00E-02,,700.9666863,-4.04E-02
,7.01E+02,6.76E-02,,7.01E+02,6.76E-02,,701.2006642,8.79E-03,,350.62465,2.20E-02,,579.26225,0.00E+00,,701.48962,4.99E-02,,701.2006642,2.92E-02,,701.20066,1.92E-02,,701.489624,9.46E-02,,701.489624,1.19E-01,,693.3790894,1.14E-02,,701.2006642,3.57E-02
,7.02E+02,-2.21E-02,,7.02E+02,-2.21E-02,,701.4346517,-2.00E-02,,350.70287,1.06E-02,,579.37959,2.09E-02,,701.72333,-1.09E-01,,701.4346517,-5.86E-02,,701.43465,-2.59E-02,,701.7233276,-1.05E-02,,701.7233276,-1.31E-02,,693.6107178,-8.53E-03,,701.4346517,-5.43E-02
,7.02E+02,7.54E-03,,7.02E+02,7.54E-03,,701.6686489,-9.88E-03,,350.78109,5.09E-02,,579.49694,0.00E+00,,701.95703,2.22E-02,,701.6686489,1.91E-02,,701.66865,5.89E-04,,701.9570313,2.10E-02,,701.9570313,2.64E-02,,693.8423462,1.23E-02,,701.6686489,3.14E-02
,7.02E+02,-5.55E-02,,7.02E+02,-5.55E-02,,701.9026558,-2.07E-02,,350.85931,1.03E-02,,579.6143,3.61E-02,,702.19073,-8.29E-02,,701.9026558,-8.78E-02,,701.90266,-2.28E-02,,702.1907349,-5.87E-03,,702.1907349,-7.37E-03,,694.0740356,-1.40E-02,,701.9026558,-5.01E-02
,7.02E+02,1.22E-02,,7.02E+02,1.22E-02,,702.1366724,-6.37E-03,,350.93753,3.77E-02,,579.73166,0.00E+00,,702.42444,3.48E-02,,702.1366724,5.54E-02,,702.13667,3.83E-03,,702.4244385,2.74E-02,,702.4244385,3.44E-02,,694.3056641,6.08E-03,,702.1366724,3.22E-02
,7.03E+02,6.90E-03,,7.03E+02,6.90E-03,,702.3706986,-7.04E-03,,351.01576,-2.81E-02,,579.84903,1.71E-02,,702.65814,-5.24E-02,,702.3706986,-1.12E-01,,702.3707,-2.04E-02,,702.6581421,8.56E-04,,702.6581421,1.08E-03,,694.5372925,-2.44E-02,,702.3706986,-4.19E-02
,7.03E+02,5.91E-02,,7.03E+02,5.91E-02,,702.6047346,1.42E-02,,351.09399,3.68E-02,,579.9664,0.00E+00,,702.89191,9.71E-03,,702.6047346,7.27E-02,,702.60473,7.17E-03,,702.8919067,5.11E-02,,702.8919067,6.42E-02,,694.7689819,1.67E-02,,702.6047346,2.72E-02
,7.03E+02,2.93E-02,,7.03E+02,2.93E-02,,702.8387801,-1.95E-02,,351.17223,-9.52E-04,,580.08378,3.31E-02,,703.12567,3.09E-02,,702.8387801,-6.51E-02,,702.83878,-2.01E-02,,703.1256714,-4.58E-02,,703.1256714,-5.76E-02,,695.0006714,-1.24E-02,,702.8387801,-5.19E-02
,7.03E+02,4.85E-02,,7.03E+02,4.85E-02,,703.0728353,7.67E-03,,351.25046,6.63E-02,,580.20117,0.00E+00,,703.35944,1.01E-02,,703.0728353,7.07E-02,,703.07284,1.10E-02,,703.359436,4.26E-02,,703.359436,5.35E-02,,695.2323608,1.48E-02,,703.0728353,3.22E-02
,7.04E+02,4.08E-03,,7.04E+02,4.08E-03,,703.3069002,-1.50E-02,,351.32870,2.11E-02,,580.31856,3.61E-02,,703.59320,-2.10E-04,,703.3069002,-2.13E-01,,703.3069,-1.71E-02,,703.5932007,1.08E-02,,703.5932007,1.35E-02,,695.4640503,-1.76E-02,,703.3069002,-4.52E-02
,7.04E+02,1.80E-02,,7.04E+02,1.80E-02,,703.5409748,1.34E-02,,351.40694,7.04E-02,,580.43596,0.00E+00,,703.82697,-3.22E-02,,703.5409748,8.19E-02,,703.54097,5.07E-03,,703.8269653,8.78E-02,,703.8269653,1.10E-01,,695.6957397,2.56E-02,,703.5409748,3.81E-02
,7.04E+02,-4.72E-02,,7.04E+02,-4.72E-02,,703.7750589,-6.66E-03,,351.48519,1.85E-02,,580.55337,4.00E-02,,704.06073,-3.17E-02,,703.7750589,-8.79E-02,,703.77506,-8.16E-03,,704.06073,9.34E-03,,704.06073,1.17E-02,,695.9274902,-2.00E-02,,703.7750589,-5.10E-02
,7.04E+02,5.71E-02,,7.04E+02,5.71E-02,,704.0091527,8.37E-04,,351.56343,7.16E-02,,580.67078,0.00E+00,,704.29456,-4.82E-02,,704.0091527,-3.56E-02,,704.00915,8.56E-03,,704.2945557,2.03E-02,,704.2945557,2.55E-02,,696.1591797,-4.81E-04,,704.0091527,3.81E-02
,7.05E+02,5.20E-02,,7.05E+02,5.20E-02,,704.2432562,-1.10E-02,,351.64168,1.53E-02,,580.7882,2.34E-02,,704.52838,-5.91E-02,,704.2432562,-1.45E-01,,704.24326,-2.08E-02,,704.5283813,-9.40E-03,,704.5283813,-1.18E-02,,696.3909302,-2.01E-02,,704.2432562,-5.82E-02
,7.05E+02,8.97E-02,,7.05E+02,8.97E-02,,704.4773693,-8.21E-03,,351.71993,4.84E-02,,580.90563,0.00E+00,,704.76221,-2.08E-02,,704.4773693,1.88E-02,,704.47737,1.46E-03,,704.762207,2.62E-03,,704.762207,3.29E-03,,696.6226807,1.79E-02,,704.4773693,2.85E-02
,7.05E+02,7.19E-02,,7.05E+02,7.19E-02,,704.711492,4.17E-04,,351.79819,-1.29E-02,,581.02306,3.44E-02,,704.99603,-1.16E-02,,704.711492,-1.35E-01,,704.71149,-1.53E-02,,704.9960327,2.74E-02,,704.9960327,3.44E-02,,696.8544312,-1.45E-02,,704.711492,-4.89E-02
,7.05E+02,5.81E-02,,7.05E+02,5.81E-02,,704.9456243,7.55E-03,,351.87645,2.59E-02,,581.1405,0.00E+00,,705.22986,4.50E-02,,704.9456243,1.18E-02,,704.94562,8.30E-03,,705.2298584,7.57E-03,,705.2298584,9.51E-03,,697.0861816,1.23E-02,,704.9456243,3.16E-02
,7.05E+02,1.91E-02,,7.05E+02,1.91E-02,,705.1797663,-2.55E-02,,351.95471,-2.95E-02,,581.25794,3.31E-02,,705.46368,-1.54E-02,,705.1797663,-2.15E-01,,705.17977,-2.55E-02,,705.4636841,-1.86E-02,,705.4636841,-2.34E-02,,697.3179321,-1.92E-02,,705.1797663,-4.92E-02
,7.06E+02,1.81E-02,,7.06E+02,1.81E-02,,705.4139179,1.02E-02,,352.03297,1.88E-02,,581.37539,0.00E+00,,705.69757,3.23E-03,,705.4139179,-4.13E-02,,705.41392,2.23E-03,,705.6975708,2.56E-02,,705.6975708,3.22E-02,,697.5497437,1.42E-02,,705.4139179,3.51E-02
,7.06E+02,9.58E-03,,7.06E+02,9.58E-03,,705.6480791,-9.56E-03,,352.11123,-3.18E-03,,581.49285,1.94E-02,,705.93146,-4.20E-02,,705.6480791,-1.53E-01,,705.64808,-1.92E-02,,705.9314575,-3.52E-02,,705.9314575,-4.43E-02,,697.7814941,-1.24E-02,,705.6480791,-4.14E-02
,7.06E+02,8.31E-02,,7.06E+02,8.31E-02,,705.8822499,-8.69E-04,,352.18950,5.05E-02,,581.61032,0.00E+00,,706.16534,-1.40E-02,,705.8822499,2.05E-02,,705.88225,8.31E-03,,706.1653442,5.32E-02,,706.1653442,6.68E-02,,698.0133057,8.65E-03,,705.8822499,3.17E-02
,7.06E+02,-3.21E-02,,7.06E+02,-3.21E-02,,706.1164303,-2.31E-02,,352.26777,1.60E-02,,581.72779,2.60E-02,,706.39923,-7.26E-02,,706.1164303,-1.23E-01,,706.11643,-2.01E-02,,706.399231,1.56E-03,,706.399231,1.96E-03,,698.2451172,-1.59E-02,,706.1164303,-5.01E-02
,7.07E+02,1.86E-02,,7.07E+02,1.86E-02,,706.3506203,2.51E-03,,352.34604,7.49E-02,,581.84526,0.00E+00,,706.63312,-2.38E-02,,706.3506203,7.71E-02,,706.35062,4.86E-03,,706.6331177,3.41E-02,,706.6331177,4.28E-02,,698.4769287,2.42E-03,,706.3506203,1.99E-02
,7.07E+02,2.73E-03,,7.07E+02,2.73E-03,,706.5848199,-4.17E-03,,352.42432,4.22E-02,,581.96275,1.19E-02,,706.86700,-6.61E-02,,706.5848199,-1.02E-01,,706.58482,-1.67E-02,,706.8670044,-1.72E-02,,706.8670044,-2.16E-02,,698.7087402,-1.24E-02,,706.5848199,-5.28E-02
,7.07E+02,5.98E-02,,7.07E+02,5.98E-02,,706.8190291,1.67E-02,,352.50260,8.53E-02,,582.08024,0.00E+00,,707.10095,-4.11E-03,,706.8190291,5.90E-02,,706.81903,7.94E-03,,707.1009521,-6.22E-03,,707.1009521,-7.82E-03,,698.9406128,4.57E-03,,706.8190291,2.45E-02
,7.07E+02,-2.53E-02,,7.07E+02,-2.53E-02,,707.0532479,-6.62E-03,,352.58088,3.41E-02,,582.19774,4.47E-02,,707.33484,1.42E-02,,707.0532479,-1.55E-01,,707.05325,-2.69E-02,,707.3348389,1.57E-02,,707.3348389,1.97E-02,,699.1724243,-1.53E-02,,707.0532479,-5.20E-02
,7.08E+02,6.84E-02,,7.08E+02,6.84E-02,,707.2874763,-4.04E-03,,352.65916,9.16E-02,,582.31524,0.00E+00,,707.56879,4.68E-02,,707.2874763,5.35E-02,,707.28748,5.69E-03,,707.5687866,1.61E-02,,707.5687866,2.02E-02,,699.4042969,1.18E-02,,707.2874763,2.62E-02
,7.08E+02,-4.84E-02,,7.08E+02,-4.84E-02,,707.5217142,-1.42E-02,,352.73745,3.50E-02,,582.43275,1.86E-02,,707.80273,-8.68E-02,,707.5217142,-5.37E-02,,707.52171,-1.40E-02,,707.8027344,6.13E-02,,707.8027344,7.71E-02,,699.6361694,-1.12E-02,,707.5217142,-4.75E-02
,7.08E+02,6.45E-02,,7.08E+02,6.45E-02,,707.7559617,-5.82E-03,,352.81573,7.25E-02,,582.55026,0.00E+00,,708.03668,1.48E-02,,707.7559617,1.64E-02,,707.75596,-1.22E-03,,708.0366821,1.82E-02,,708.0366821,2.28E-02,,699.868042,4.08E-03,,707.7559617,3.00E-02
,7.08E+02,-1.08E-02,,7.08E+02,-1.08E-02,,707.9902189,-3.20E-02,,352.89402,3.40E-02,,582.66779,1.34E-02,,708.27069,-6.97E-02,,707.9902189,-1.43E-01,,707.99022,-2.02E-02,,708.2706909,-3.74E-03,,708.2706909,-4.70E-03,,700.0999146,-1.69E-02,,707.9902189,-6.03E-02
,7.09E+02,7.78E-03,,7.09E+02,7.78E-03,,708.2244855,1.38E-02,,352.97232,1.11E-01,,582.78532,0.00E+00,,708.50464,3.80E-02,,708.2244855,-3.16E-02,,708.22449,1.58E-02,,708.5046387,5.14E-02,,708.5046387,6.46E-02,,700.3317871,1.34E-03,,708.2244855,2.50E-02
,7.09E+02,-6.23E-02,,7.09E+02,-6.23E-02,,708.4587618,1.81E-03,,353.05061,4.56E-02,,582.90285,3.61E-02,,708.73865,-1.49E-01,,708.4587618,-1.70E-01,,708.45876,-1.20E-02,,708.7386475,-1.08E-02,,708.7386475,-1.36E-02,,700.5637207,-2.50E-02,,708.4587618,-5.00E-02
,7.09E+02,1.31E-02,,7.09E+02,1.31E-02,,708.6930476,2.70E-02,,353.12891,1.00E-01,,583.02039,0.00E+00,,708.97266,-1.89E-02,,708.6930476,1.49E-02,,708.69305,1.99E-02,,708.9726563,5.18E-02,,708.9726563,6.51E-02,,700.7955933,1.77E-02,,708.6930476,4.26E-02
,7.09E+02,-4.57E-02,,7.09E+02,-4.57E-02,,708.9273429,-2.74E-02,,353.20721,5.11E-02,,583.13794,4.28E-02,,709.20667,1.92E-03,,708.9273429,-1.47E-01,,708.92734,-1.01E-02,,709.206665,-2.78E-02,,709.206665,-3.49E-02,,701.0275269,-1.36E-02,,708.9273429,-5.90E-02
,7.09E+02,6.78E-02,,7.09E+02,6.78E-02,,709.1616479,-1.19E-02,,353.28552,8.74E-02,,583.2555,0.00E+00,,709.44067,1.62E-03,,709.1616479,-1.38E-02,,709.16165,4.60E-03,,709.4406738,1.56E-03,,709.4406738,1.96E-03,,701.2594604,1.23E-03,,709.1616479,2.37E-02
,7.10E+02,-2.33E-03,,7.10E+02,-2.33E-03,,709.3959623,-1.67E-02,,353.36382,3.35E-02,,583.37306,1.38E-02,,709.67468,-3.24E-02,,709.3959623,-1.46E-01,,709.39596,-1.83E-02,,709.6746826,-3.56E-02,,709.6746826,-4.47E-02,,701.491394,-2.17E-02,,709.3959623,-5.30E-02
,7.10E+02,6.32E-02,,7.10E+02,6.32E-02,,709.6302863,3.69E-03,,353.44213,5.65E-02,,583.49063,0.00E+00,,709.90875,-5.71E-02,,709.6302863,-1.05E-02,,709.63029,5.73E-03,,709.9087524,1.11E-02,,709.9087524,1.40E-02,,701.7233276,1.53E-02,,709.6302863,3.18E-02
,7.10E+02,2.63E-02,,7.10E+02,2.63E-02,,709.8646199,-5.72E-03,,353.52044,3.79E-03,,583.6082,2.34E-02,,710.14276,-7.69E-02,,709.8646199,-4.83E-02,,709.86462,-1.58E-02,,710.1427612,-4.58E-02,,710.1427612,-5.76E-02,,701.9553223,-9.61E-03,,709.8646199,-4.82E-02
,7.10E+02,5.55E-02,,7.10E+02,5.55E-02,,710.098963,-1.62E-03,,353.59876,1.75E-02,,583.72578,0.00E+00,,710.37683,-9.58E-03,,710.098963,8.02E-02,,710.09896,9.69E-03,,710.3768311,4.12E-02,,710.3768311,5.17E-02,,702.1872559,1.45E-02,,710.098963,2.90E-02
,7.11E+02,-9.68E-03,,7.11E+02,-9.68E-03,,710.3333156,-7.12E-04,,353.67708,-2.96E-02,,583.84337,2.05E-02,,710.61090,-8.07E-02,,710.3333156,-1.77E-01,,710.33332,-1.84E-02,,710.6109009,-9.76E-03,,710.6109009,-1.23E-02,,702.4192505,-8.15E-03,,710.3333156,-4.70E-02
,7.11E+02,3.05E-02,,7.11E+02,3.05E-02,,710.5676778,2.25E-02,,353.75539,4.93E-03,,583.96097,0.00E+00,,710.84497,-3.92E-03,,710.5676778,1.94E-02,,710.56768,6.08E-03,,710.8449707,2.28E-02,,710.8449707,2.86E-02,,702.6512451,1.74E-03,,710.5676778,4.54E-02
,7.11E+02,-6.01E-03,,7.11E+02,-6.01E-03,,710.8020494,-9.54E-02,,353.83372,-5.76E-02,,584.07857,2.69E-02,,711.07910,-2.84E-02,,710.8020494,-1.03E-01,,710.80205,-2.41E-02,,711.0791016,-4.40E-02,,711.0791016,-5.54E-02,,702.8832397,-2.56E-03,,710.8020494,-5.15E-02
,7.11E+02,4.63E-02,,7.11E+02,4.63E-02,,711.0364306,5.80E-02,,353.91204,-2.66E-02,,584.19617,0.00E+00,,711.31317,5.52E-02,,711.0364306,7.97E-03,,711.03643,6.15E-03,,711.3131714,2.91E-02,,711.3131714,3.66E-02,,703.1152344,1.69E-02,,711.0364306,2.84E-02
,7.12E+02,-1.19E-02,,7.12E+02,-1.19E-02,,711.2708214,-5.57E-02,,353.99037,-7.94E-02,,584.31379,6.71E-03,,711.54730,-1.29E-02,,711.2708214,-1.27E-01,,711.27082,-2.26E-02,,711.5473022,7.22E-03,,711.5473022,9.07E-03,,703.347229,-1.03E-02,,711.2708214,-5.07E-02
,7.12E+02,5.71E-02,,7.12E+02,5.71E-02,,711.5052216,-3.39E-02,,354.06870,-5.03E-02,,584.43141,0.00E+00,,711.78137,1.04E-02,,711.5052216,5.51E-04,,711.50522,-6.77E-03,,711.7813721,5.04E-02,,711.7813721,6.33E-02,,703.5792847,6.82E-03,,711.5052216,3.41E-02
,7.12E+02,-4.91E-03,,7.12E+02,-4.91E-03,,711.7396313,3.14E-02,,354.14703,-1.22E-01,,584.54903,2.34E-02,,712.01550,-8.76E-02,,711.7396313,-8.15E-02,,711.73963,-1.91E-02,,712.0155029,1.46E-04,,712.0155029,1.83E-04,,703.8112793,-9.31E-03,,711.7396313,-4.68E-02
,7.12E+02,8.07E-02,,7.12E+02,8.07E-02,,711.9740506,-1.60E-02,,354.22536,-7.91E-02,,584.66667,0.00E+00,,712.24963,9.66E-02,,711.9740506,4.50E-02,,711.97405,2.83E-03,,712.2496338,5.53E-02,,712.2496338,6.95E-02,,704.043335,1.55E-02,,711.9740506,2.28E-02
