LED Item #,M365L3,,,M365L3,,,M365LP1,,,M375L4,,,M385L2,,,M385L3,,,M385LP1,,,M395L4,,,M395L5,,,M395LP1,,,M405L4,,,M405LP1,
Min Output Power (mW),880,,,880,,,1350,,,1270,,,270,,,1240,,,1650,,,400,,,1130,,,1420,,,1000,,,1200,
Scaling Constant,7.31E+01,,,7.31E+01,,,1.01E+02,,,1.61E+02,,,2.15E+01,,,9.84E+01,,,1.23E+02,,,2.42E+01,,,7.15E+01,,,8.98E+01,,,6.24E+01,,,7.33E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,6.76E+02,3.97E-03,,6.76E+02,3.97E-03,,675.5220495,-1.49E-02,,342.03698,1.69E-02,,566.3924,0.00E+00,,675.84546,-1.34E-02,,675.5220495,-6.79E-02,,675.52205,-1.03E-02,,675.845459,7.57E-03,,675.845459,9.51E-03,,667.958313,-1.38E-02,,675.5220495,-3.37E-02
,6.76E+02,2.11E-02,,6.76E+02,2.11E-02,,675.7549478,1.28E-03,,342.11490,6.73E-02,,566.50907,3.87E-02,,676.07806,-2.76E-02,,675.7549478,6.04E-02,,675.75495,-3.62E-03,,676.078064,4.01E-02,,676.078064,5.04E-02,,668.1889038,1.45E-02,,675.7549478,2.40E-02
,6.76E+02,-2.47E-02,,6.76E+02,-2.47E-02,,675.9878561,-1.96E-03,,342.19283,1.87E-02,,566.62575,0.00E+00,,676.31061,-4.28E-02,,675.9878561,-4.19E-02,,675.98786,-1.66E-02,,676.3106079,1.36E-02,,676.3106079,1.71E-02,,668.4194946,-9.33E-03,,675.9878561,-3.56E-02
,6.77E+02,1.45E-02,,6.77E+02,1.45E-02,,676.2207745,2.14E-02,,342.27076,7.69E-02,,566.74243,5.22E-03,,676.54321,2.85E-02,,676.2207745,4.67E-02,,676.22077,9.48E-03,,676.5432129,4.36E-02,,676.5432129,5.48E-02,,668.6500854,1.27E-02,,676.2207745,2.34E-02
,6.77E+02,1.84E-02,,6.77E+02,1.84E-02,,676.4537031,-3.13E-04,,342.34869,3.65E-02,,566.85912,0.00E+00,,676.77582,-9.82E-02,,676.4537031,-8.01E-02,,676.4537,-9.71E-03,,676.7758179,3.37E-02,,676.7758179,4.24E-02,,668.8807373,-8.72E-03,,676.4537031,-3.46E-02
,6.77E+02,5.47E-02,,6.77E+02,5.47E-02,,676.6866418,2.38E-03,,342.42662,9.98E-02,,566.97581,3.44E-02,,677.00842,5.39E-04,,676.6866418,2.63E-02,,676.68664,-5.06E-03,,677.0084229,5.11E-02,,677.0084229,6.42E-02,,669.1113281,7.10E-03,,676.6866418,2.26E-02
,6.77E+02,6.90E-03,,6.77E+02,6.90E-03,,676.9195906,-1.05E-02,,342.50456,4.66E-02,,567.09251,0.00E+00,,677.24109,-5.55E-02,,676.9195906,-1.14E-01,,676.91959,-8.17E-03,,677.2410889,-1.47E-02,,677.2410889,-1.85E-02,,669.34198,-6.36E-03,,676.9195906,-3.38E-02
,6.77E+02,7.73E-02,,6.77E+02,7.73E-02,,677.1525494,1.34E-02,,342.58249,9.28E-02,,567.20921,3.72E-02,,677.47369,9.19E-02,,677.1525494,3.01E-02,,677.15255,8.79E-03,,677.4736938,2.31E-02,,677.4736938,2.91E-02,,669.5725708,1.03E-02,,677.1525494,2.56E-02
,6.78E+02,8.60E-02,,6.78E+02,8.60E-02,,677.3855184,9.67E-03,,342.66044,3.61E-02,,567.32592,0.00E+00,,677.70636,1.31E-02,,677.3855184,-8.63E-02,,677.38552,-3.99E-03,,677.7063599,2.31E-02,,677.7063599,2.91E-02,,669.8032227,-4.62E-03,,677.3855184,-2.55E-02
,6.78E+02,5.01E-02,,6.78E+02,5.01E-02,,677.6184975,9.79E-03,,342.73838,1.00E-01,,567.44264,2.58E-02,,677.93896,2.16E-02,,677.6184975,1.71E-02,,677.6185,2.66E-03,,677.9389648,3.30E-02,,677.9389648,4.15E-02,,670.0338745,4.98E-03,,677.6184975,2.82E-02
,6.78E+02,-1.07E-02,,6.78E+02,-1.07E-02,,677.8514866,7.47E-04,,342.81633,3.61E-02,,567.55936,0.00E+00,,678.17163,-4.83E-02,,677.8514866,-1.20E-01,,677.85149,-1.39E-02,,678.1716309,-1.43E-02,,678.1716309,-1.80E-02,,670.2645874,-6.91E-03,,677.8514866,-3.40E-02
,6.78E+02,1.05E-01,,6.78E+02,1.05E-01,,678.0844859,2.69E-02,,342.89428,1.12E-01,,567.67609,4.06E-02,,678.40430,4.13E-02,,678.0844859,5.43E-02,,678.08449,8.58E-03,,678.4042969,3.66E-02,,678.4042969,4.60E-02,,670.4952393,1.72E-02,,678.0844859,2.72E-02
,6.79E+02,2.07E-03,,6.79E+02,2.07E-03,,678.3174952,-1.10E-02,,342.97223,2.24E-02,,567.79283,0.00E+00,,678.63702,-4.73E-02,,678.3174952,-1.31E-02,,678.3175,-1.42E-02,,678.6370239,4.72E-02,,678.6370239,5.93E-02,,670.7259521,-2.16E-03,,678.3174952,-3.84E-02
,6.79E+02,7.24E-02,,6.79E+02,7.24E-02,,678.5505146,3.31E-02,,343.05018,5.49E-02,,567.90957,3.87E-02,,678.86969,2.70E-02,,678.5505146,1.10E-03,,678.55051,1.20E-02,,678.8696899,5.88E-02,,678.8696899,7.39E-02,,670.956604,1.08E-02,,678.5505146,3.31E-02
,6.79E+02,5.63E-02,,6.79E+02,5.63E-02,,678.7835441,3.20E-03,,343.12814,-2.57E-02,,568.02631,0.00E+00,,679.10242,-4.33E-02,,678.7835441,-6.80E-02,,678.78354,-1.92E-02,,679.102417,-1.29E-02,,679.102417,-1.63E-02,,671.1873169,-5.77E-03,,678.7835441,-3.37E-02
,6.79E+02,4.64E-02,,6.79E+02,4.64E-02,,679.0165836,1.45E-02,,343.20610,3.72E-02,,568.14306,2.84E-02,,679.33514,4.23E-02,,679.0165836,1.29E-02,,679.01658,7.85E-03,,679.335144,2.74E-02,,679.335144,3.44E-02,,671.4180298,5.37E-03,,679.0165836,3.12E-02
,6.80E+02,2.62E-02,,6.80E+02,2.62E-02,,679.2496332,-5.25E-03,,343.28406,-1.89E-02,,568.25982,0.00E+00,,679.56787,-3.07E-02,,679.2496332,-5.75E-02,,679.24963,-1.14E-02,,679.5678711,2.27E-03,,679.5678711,2.85E-03,,671.6487427,-9.23E-03,,679.2496332,-3.68E-02
,6.80E+02,7.08E-02,,6.80E+02,7.08E-02,,679.4826929,9.55E-03,,343.36203,5.02E-02,,568.37659,2.79E-02,,679.80060,4.44E-02,,679.4826929,4.31E-02,,679.48269,8.73E-03,,679.8005981,3.41E-02,,679.8005981,4.28E-02,,671.8795166,1.04E-02,,679.4826929,2.45E-02
,6.80E+02,5.90E-03,,6.80E+02,5.90E-03,,679.7157626,9.36E-03,,343.44000,-1.63E-02,,568.49336,0.00E+00,,680.03333,-7.81E-02,,679.7157626,-6.57E-02,,679.71576,-9.66E-03,,680.0333252,6.16E-03,,680.0333252,7.74E-03,,672.1102295,-5.31E-03,,679.7157626,-2.93E-02
,6.80E+02,7.75E-02,,6.80E+02,7.75E-02,,679.9488424,2.01E-02,,343.51797,1.18E-02,,568.61013,4.00E-02,,680.26611,6.21E-03,,679.9488424,7.34E-02,,679.94884,7.73E-03,,680.2661133,1.57E-02,,680.2661133,1.97E-02,,672.3410034,1.82E-02,,679.9488424,2.47E-02
,6.80E+02,-3.26E-02,,6.80E+02,-3.26E-02,,680.1819322,-4.09E-03,,343.59594,-6.15E-02,,568.72691,0.00E+00,,680.49884,-7.28E-03,,680.1819322,-6.68E-02,,680.18193,-1.01E-02,,680.4988403,-5.15E-03,,680.4988403,-6.48E-03,,672.5717773,-1.24E-02,,680.1819322,-3.37E-02
,6.81E+02,8.14E-02,,6.81E+02,8.14E-02,,680.4150321,1.48E-02,,343.67392,-1.22E-02,,568.8437,2.75E-02,,680.73163,6.23E-02,,680.4150321,1.29E-02,,680.41503,3.89E-03,,680.7316284,5.35E-02,,680.7316284,6.73E-02,,672.8025513,7.12E-03,,680.4150321,2.59E-02
,6.81E+02,2.28E-02,,6.81E+02,2.28E-02,,680.648142,3.52E-03,,343.75190,-4.98E-02,,568.9605,0.00E+00,,680.96442,-6.66E-02,,680.648142,-7.73E-02,,680.64814,-1.32E-02,,680.9644165,8.28E-03,,680.9644165,1.04E-02,,673.0333252,-7.68E-03,,680.648142,-3.49E-02
,6.81E+02,2.32E-02,,6.81E+02,2.32E-02,,680.8812619,5.16E-03,,343.82988,-1.99E-02,,569.0773,2.12E-02,,681.19720,5.47E-02,,680.8812619,1.25E-02,,680.88126,3.09E-03,,681.1972046,4.19E-02,,681.1972046,5.26E-02,,673.2640991,8.99E-03,,680.8812619,3.40E-02
,6.81E+02,-4.13E-03,,6.81E+02,-4.13E-03,,681.1143919,-1.05E-02,,343.90787,-6.16E-02,,569.1941,0.00E+00,,681.43005,8.96E-03,,681.1143919,-1.00E-01,,681.11439,-1.22E-02,,681.4300537,1.64E-02,,681.4300537,2.06E-02,,673.494873,-6.07E-03,,681.1143919,-3.47E-02
,6.82E+02,1.15E-01,,6.82E+02,1.15E-01,,681.3475319,1.84E-02,,343.98586,-1.25E-02,,569.31091,3.01E-02,,681.66284,8.33E-02,,681.3475319,2.01E-02,,681.34753,5.68E-03,,681.6628418,1.78E-02,,681.6628418,2.24E-02,,673.725708,1.02E-02,,681.3475319,2.34E-02
,6.82E+02,-6.94E-03,,6.82E+02,-6.94E-03,,681.5806819,4.45E-03,,344.06385,-8.95E-02,,569.42773,0.00E+00,,681.89569,-3.90E-02,,681.5806819,-5.96E-02,,681.58068,-1.36E-02,,681.8956909,-3.06E-02,,681.8956909,-3.85E-02,,673.956543,1.68E-03,,681.5806819,-3.82E-02
,6.82E+02,3.70E-02,,6.82E+02,3.70E-02,,681.813842,1.44E-02,,344.14184,1.79E-02,,569.54456,2.73E-02,,682.12854,4.18E-02,,681.813842,3.42E-02,,681.81384,9.03E-03,,682.12854,4.43E-02,,682.12854,5.57E-02,,674.1873779,6.26E-03,,681.813842,2.92E-02
,6.82E+02,4.13E-02,,6.82E+02,4.13E-02,,682.047012,8.02E-03,,344.21984,-3.39E-02,,569.66139,0.00E+00,,682.36139,-4.11E-02,,682.047012,-4.83E-02,,682.04701,-9.47E-03,,682.3613892,1.22E-02,,682.3613892,1.53E-02,,674.4182129,-1.27E-02,,682.047012,-4.04E-02
,6.83E+02,7.69E-02,,6.83E+02,7.69E-02,,682.2801921,2.21E-02,,344.29783,3.85E-02,,569.77822,2.64E-02,,682.59424,-8.34E-04,,682.2801921,3.31E-02,,682.28019,1.41E-02,,682.5942383,4.26E-02,,682.5942383,5.35E-02,,674.6490479,1.25E-02,,682.2801921,3.41E-02
,6.83E+02,3.04E-02,,6.83E+02,3.04E-02,,682.5133822,-7.83E-03,,344.37584,-5.53E-03,,569.89506,0.00E+00,,682.82709,-4.80E-02,,682.5133822,-1.15E-01,,682.51338,-1.29E-02,,682.8270874,-2.05E-04,,682.8270874,-2.57E-04,,674.8798828,-9.14E-03,,682.5133822,-2.67E-02
,6.83E+02,9.83E-02,,6.83E+02,9.83E-02,,682.7465823,4.52E-03,,344.45384,8.21E-02,,570.01191,2.24E-03,,683.06000,-4.89E-03,,682.7465823,4.44E-02,,682.74658,1.02E-02,,683.0599976,3.76E-02,,683.0599976,4.73E-02,,675.1107788,1.10E-02,,682.7465823,2.06E-02
,6.83E+02,-1.52E-03,,6.83E+02,-1.52E-03,,682.9797924,-5.93E-03,,344.53185,4.62E-03,,570.12876,0.00E+00,,683.29285,-1.09E-02,,682.9797924,-7.71E-02,,682.97979,-1.86E-02,,683.2928467,-1.40E-02,,683.2928467,-1.76E-02,,675.3416138,-2.36E-03,,682.9797924,-3.54E-02
,6.84E+02,1.03E-01,,6.84E+02,1.03E-01,,683.2130125,2.81E-03,,344.60986,6.25E-02,,570.24562,2.09E-02,,683.52576,1.48E-02,,683.2130125,1.27E-02,,683.21301,6.40E-03,,683.5257568,1.18E-02,,683.5257568,1.48E-02,,675.5725098,1.23E-02,,683.2130125,2.63E-02
,6.84E+02,2.48E-02,,6.84E+02,2.48E-02,,683.4462426,-2.15E-02,,344.68787,2.95E-02,,570.36249,0.00E+00,,683.75867,-4.53E-02,,683.4462426,-7.58E-02,,683.44624,-2.11E-02,,683.758667,-1.79E-02,,683.758667,-2.25E-02,,675.8034058,5.86E-04,,683.4462426,-4.35E-02
,6.84E+02,4.09E-02,,6.84E+02,4.09E-02,,683.6794827,1.19E-02,,344.76588,1.00E-01,,570.47936,5.22E-02,,683.99158,6.98E-02,,683.6794827,3.85E-02,,683.67948,3.58E-03,,683.9915771,1.57E-02,,683.9915771,1.97E-02,,676.0343018,1.60E-02,,683.6794827,2.83E-02
,6.84E+02,5.08E-02,,6.84E+02,5.08E-02,,683.9127327,-1.16E-02,,344.84390,3.36E-02,,570.59624,0.00E+00,,684.22455,-2.78E-02,,683.9127327,-7.51E-02,,683.91273,-1.25E-02,,684.2245483,-1.19E-02,,684.2245483,-1.49E-02,,676.2652588,-1.08E-02,,683.9127327,-3.83E-02
,6.84E+02,7.83E-02,,6.84E+02,7.83E-02,,684.1459928,-1.42E-02,,344.92192,6.08E-02,,570.71312,1.64E-02,,684.45746,1.93E-02,,684.1459928,3.04E-02,,684.14599,5.63E-03,,684.4574585,3.69E-03,,684.4574585,4.63E-03,,676.4961548,5.59E-03,,684.1459928,2.94E-02
,6.85E+02,3.05E-02,,6.85E+02,3.05E-02,,684.3792628,-1.77E-03,,344.99994,1.16E-02,,570.83001,0.00E+00,,684.69043,-7.85E-02,,684.3792628,-1.02E-01,,684.37926,-1.07E-02,,684.6904297,-1.75E-02,,684.6904297,-2.20E-02,,676.7271118,-2.33E-03,,684.3792628,-3.11E-02
,6.85E+02,3.79E-02,,6.85E+02,3.79E-02,,684.6125428,1.81E-03,,345.07797,6.60E-02,,570.94691,2.17E-02,,684.92340,6.46E-02,,684.6125428,2.95E-02,,684.61254,7.57E-03,,684.9234009,8.54E-04,,684.9234009,1.07E-03,,676.9580078,1.16E-02,,684.6125428,2.90E-02
,6.85E+02,2.41E-02,,6.85E+02,2.41E-02,,684.8458327,-1.99E-02,,345.15600,8.02E-03,,571.06381,0.00E+00,,685.15637,-6.99E-02,,684.8458327,-8.86E-02,,684.84583,-1.65E-02,,685.1563721,2.42E-02,,685.1563721,3.04E-02,,677.1889648,6.48E-05,,684.8458327,-3.40E-02
,6.85E+02,5.89E-02,,6.85E+02,5.89E-02,,685.0791326,1.62E-02,,345.23403,5.36E-02,,571.18072,2.39E-02,,685.38934,4.45E-02,,685.0791326,1.97E-02,,685.07913,7.47E-03,,685.3893433,4.12E-02,,685.3893433,5.17E-02,,677.4199219,9.10E-03,,685.0791326,3.49E-02
,6.86E+02,2.25E-03,,6.86E+02,2.25E-03,,685.3124425,5.31E-03,,345.31206,-2.47E-02,,571.29763,0.00E+00,,685.62231,-5.92E-03,,685.3124425,-1.03E-01,,685.31244,-9.46E-03,,685.6223145,-6.57E-03,,685.6223145,-8.26E-03,,677.6509399,-2.06E-02,,685.3124425,-3.76E-02
,6.86E+02,4.76E-02,,6.86E+02,4.76E-02,,685.5457624,6.65E-03,,345.39010,3.05E-02,,571.41455,3.40E-02,,685.85535,-2.35E-02,,685.5457624,6.37E-02,,685.54576,1.07E-02,,685.8553467,6.10E-02,,685.8553467,7.66E-02,,677.881897,9.51E-03,,685.5457624,2.93E-02
,6.86E+02,4.98E-02,,6.86E+02,4.98E-02,,685.7790922,-4.87E-03,,345.46814,-6.06E-02,,571.53148,0.00E+00,,686.08832,-1.27E-01,,685.7790922,-1.44E-01,,685.77909,-1.04E-02,,686.0883179,-1.05E-02,,686.0883179,-1.31E-02,,678.112915,-1.45E-02,,685.7790922,-3.78E-02
,6.86E+02,-1.09E-02,,6.86E+02,-1.09E-02,,686.0124319,1.25E-02,,345.54618,-7.84E-03,,571.64841,3.01E-02,,686.32135,9.33E-03,,686.0124319,2.45E-02,,686.01243,1.40E-02,,686.3213501,3.80E-02,,686.3213501,4.77E-02,,678.3438721,6.92E-03,,686.0124319,2.83E-02
,6.87E+02,2.68E-02,,6.87E+02,2.68E-02,,686.2457816,1.24E-03,,345.62423,-1.02E-01,,571.76535,0.00E+00,,686.55438,-3.51E-02,,686.2457816,-1.29E-01,,686.24578,-1.40E-02,,686.5543823,2.56E-02,,686.5543823,3.22E-02,,678.5748901,-1.16E-02,,686.2457816,-3.83E-02
,6.87E+02,7.41E-02,,6.87E+02,7.41E-02,,686.4791412,1.61E-02,,345.70227,-2.77E-04,,571.8823,3.87E-02,,686.78741,9.15E-03,,686.4791412,-7.28E-03,,686.47914,9.16E-03,,686.7874146,5.64E-02,,686.7874146,7.08E-02,,678.8059082,8.67E-03,,686.4791412,2.54E-02
,6.87E+02,2.80E-02,,6.87E+02,2.80E-02,,686.7125108,-2.39E-03,,345.78032,-4.11E-02,,571.99925,0.00E+00,,687.02051,-1.03E-01,,686.7125108,-6.74E-02,,686.71251,-2.17E-02,,687.0205078,4.39E-03,,687.0205078,5.52E-03,,679.0369263,-9.77E-03,,686.7125108,-4.75E-02
,6.87E+02,1.95E-02,,6.87E+02,1.95E-02,,686.9458903,4.62E-02,,345.85838,3.13E-02,,572.1162,1.68E-02,,687.25354,6.80E-02,,686.9458903,4.29E-02,,686.94589,7.65E-03,,687.25354,-4.10E-03,,687.25354,-5.15E-03,,679.2680054,1.30E-02,,686.9458903,3.09E-02
,6.87E+02,7.94E-02,,6.87E+02,7.94E-02,,687.1792797,-3.80E-03,,345.93643,-3.56E-02,,572.23317,0.00E+00,,687.48663,-5.16E-03,,687.1792797,-3.94E-02,,687.17928,-1.36E-02,,687.4866333,-4.09E-02,,687.4866333,-5.14E-02,,679.4990234,-1.02E-02,,687.1792797,-4.03E-02
,6.88E+02,1.02E-01,,6.88E+02,1.02E-01,,687.4126791,1.44E-02,,346.01449,1.96E-02,,572.35014,4.47E-02,,687.71973,-1.94E-02,,687.4126791,2.88E-02,,687.41268,9.19E-03,,687.7197266,5.07E-02,,687.7197266,6.37E-02,,679.7301025,1.43E-02,,687.4126791,3.30E-02
,6.88E+02,3.09E-02,,6.88E+02,3.09E-02,,687.6460883,-1.85E-02,,346.09255,-2.23E-02,,572.46711,0.00E+00,,687.95282,-1.04E-02,,687.6460883,-6.54E-02,,687.64609,-1.28E-02,,687.9528198,-4.30E-02,,687.9528198,-5.40E-02,,679.9611206,-1.04E-02,,687.6460883,-4.56E-02
,6.88E+02,8.14E-02,,6.88E+02,8.14E-02,,687.8795075,1.27E-02,,346.17061,3.95E-02,,572.58409,4.13E-02,,688.18591,2.78E-02,,687.8795075,-5.26E-02,,687.87951,7.21E-03,,688.1859131,7.22E-03,,688.1859131,9.07E-03,,680.1921997,1.05E-02,,687.8795075,2.53E-02
,6.88E+02,1.09E-02,,6.88E+02,1.09E-02,,688.1129366,4.11E-03,,346.24868,-4.87E-02,,572.70108,0.00E+00,,688.41901,-3.42E-02,,688.1129366,-1.04E-01,,688.11294,-1.32E-02,,688.4190063,2.07E-02,,688.4190063,2.60E-02,,680.4232788,-1.26E-02,,688.1129366,-4.31E-02
,6.89E+02,2.63E-02,,6.89E+02,2.63E-02,,688.3463756,1.70E-02,,346.32675,1.98E-02,,572.81807,2.99E-02,,688.65216,-9.21E-03,,688.3463756,2.03E-02,,688.34638,1.13E-02,,688.6521606,7.05E-02,,688.6521606,8.86E-02,,680.6544189,7.68E-03,,688.3463756,3.06E-02
,6.89E+02,-2.75E-02,,6.89E+02,-2.75E-02,,688.5798245,-3.63E-04,,346.40482,-4.99E-03,,572.93507,0.00E+00,,688.88531,-8.36E-02,,688.5798245,-7.31E-02,,688.57982,-1.65E-02,,688.8853149,-2.09E-04,,688.8853149,-2.63E-04,,680.885498,-1.83E-02,,688.5798245,-4.59E-02
,6.89E+02,1.07E-01,,6.89E+02,1.07E-01,,688.8132834,1.39E-02,,346.48289,6.33E-02,,573.05208,1.90E-02,,689.11847,2.29E-03,,688.8132834,4.37E-02,,688.81328,-4.13E-04,,689.1184692,5.85E-02,,689.1184692,7.35E-02,,681.1166382,7.72E-03,,688.8132834,3.49E-02
,6.89E+02,-1.05E-03,,6.89E+02,-1.05E-03,,689.0467521,-2.07E-02,,346.56097,1.23E-02,,573.16909,0.00E+00,,689.35162,-4.52E-03,,689.0467521,-6.46E-02,,689.04675,-1.95E-02,,689.3516235,-1.97E-02,,689.3516235,-2.47E-02,,681.3477173,-5.25E-03,,689.0467521,-4.26E-02
,6.90E+02,7.91E-02,,6.90E+02,7.91E-02,,689.2802307,-3.50E-03,,346.63905,9.42E-02,,573.28611,2.64E-02,,689.58478,9.32E-02,,689.2802307,1.59E-02,,689.28023,4.80E-03,,689.5847778,3.62E-02,,689.5847778,4.55E-02,,681.5788574,1.52E-02,,689.2802307,3.08E-02
,6.90E+02,-9.20E-03,,6.90E+02,-9.20E-03,,689.5137192,1.03E-02,,346.71713,2.38E-02,,573.40313,0.00E+00,,689.81793,-1.78E-02,,689.5137192,-7.77E-02,,689.51372,-1.04E-02,,689.8179321,-3.06E-02,,689.8179321,-3.85E-02,,681.8099976,-7.89E-03,,689.5137192,-3.23E-02
,6.90E+02,5.29E-02,,6.90E+02,5.29E-02,,689.7472176,-1.58E-05,,346.79522,8.32E-02,,573.52016,1.75E-02,,690.05115,6.68E-03,,689.7472176,-5.97E-03,,689.74722,1.86E-04,,690.0511475,4.82E-02,,690.0511475,6.06E-02,,682.0411377,1.33E-02,,689.7472176,3.11E-02
,6.90E+02,1.47E-02,,6.90E+02,1.47E-02,,689.9807258,-1.03E-02,,346.87331,1.19E-02,,573.6372,0.00E+00,,690.28430,-8.02E-02,,689.9807258,-1.65E-01,,689.98073,-1.73E-02,,690.2843018,-2.21E-02,,690.2843018,-2.78E-02,,682.2723389,-5.86E-03,,689.9807258,-3.78E-02
,6.91E+02,4.21E-02,,6.91E+02,4.21E-02,,690.214244,6.29E-04,,346.95140,5.35E-02,,573.75424,3.29E-02,,690.51752,9.77E-03,,690.214244,5.15E-04,,690.21424,7.08E-04,,690.5175171,2.07E-02,,690.5175171,2.60E-02,,682.503479,1.45E-02,,690.214244,2.52E-02
,6.91E+02,5.33E-02,,6.91E+02,5.33E-02,,690.447772,-9.53E-03,,347.02949,-2.50E-02,,573.87129,0.00E+00,,690.75073,-8.02E-02,,690.447772,-1.12E-01,,690.44777,-1.64E-02,,690.7507324,-3.63E-02,,690.7507324,-4.56E-02,,682.7346802,-1.16E-03,,690.447772,-4.42E-02
,6.91E+02,3.62E-02,,6.91E+02,3.62E-02,,690.6813098,1.25E-02,,347.10759,4.80E-02,,573.98834,3.05E-02,,690.98395,5.28E-02,,690.6813098,3.51E-02,,690.68131,1.27E-02,,690.9839478,5.81E-02,,690.9839478,7.31E-02,,682.9658813,1.67E-03,,690.6813098,2.29E-02
,6.91E+02,-2.49E-02,,6.91E+02,-2.49E-02,,690.9148576,6.59E-03,,347.18568,-4.20E-03,,574.1054,0.00E+00,,691.21722,6.52E-03,,690.9148576,-1.17E-01,,690.91486,-7.68E-03,,691.2172241,-4.51E-02,,691.2172241,-5.67E-02,,683.1970825,-5.66E-03,,690.9148576,-3.79E-02
,6.91E+02,6.87E-02,,6.91E+02,6.87E-02,,691.1484152,-9.24E-04,,347.26378,4.87E-02,,574.22247,2.49E-02,,691.45044,-6.55E-03,,691.1484152,-1.78E-02,,691.14842,3.11E-03,,691.4504395,-5.51E-03,,691.4504395,-6.92E-03,,683.4282837,1.58E-02,,691.1484152,3.50E-02
,6.92E+02,4.15E-03,,6.92E+02,4.15E-03,,691.3819827,1.45E-03,,347.34189,1.23E-02,,574.33954,0.00E+00,,691.68372,-5.62E-04,,691.3819827,-1.55E-01,,691.38198,-1.67E-02,,691.6837158,-1.86E-02,,691.6837158,-2.34E-02,,683.6594849,-4.67E-03,,691.3819827,-4.90E-02
,6.92E+02,1.24E-01,,6.92E+02,1.24E-01,,691.61556,2.12E-02,,347.41999,1.06E-01,,574.45662,5.59E-03,,691.91699,1.72E-02,,691.61556,5.32E-02,,691.61556,1.23E-02,,691.9169922,7.22E-03,,691.9169922,9.07E-03,,683.8907471,6.08E-03,,691.61556,3.16E-02
,6.92E+02,1.66E-02,,6.92E+02,1.66E-02,,691.8491471,-1.10E-02,,347.49810,7.45E-02,,574.57371,0.00E+00,,692.15027,-6.16E-02,,691.8491471,-1.08E-01,,691.84915,-1.34E-02,,692.1502686,2.63E-02,,692.1502686,3.31E-02,,684.1219482,-1.21E-02,,691.8491471,-4.19E-02
,6.92E+02,2.74E-02,,6.92E+02,2.74E-02,,692.0827442,1.29E-02,,347.57622,1.12E-01,,574.6908,2.19E-02,,692.38354,1.96E-02,,692.0827442,8.80E-03,,692.08274,4.92E-03,,692.3835449,7.93E-03,,692.3835449,9.96E-03,,684.3532104,1.51E-02,,692.0827442,2.71E-02
,6.93E+02,3.33E-02,,6.93E+02,3.33E-02,,692.316351,-1.45E-02,,347.65433,3.21E-02,,574.8079,0.00E+00,,692.61682,-2.19E-02,,692.316351,-9.80E-02,,692.31635,-1.77E-02,,692.6168213,-5.22E-02,,692.6168213,-6.56E-02,,684.5844727,2.65E-03,,692.316351,-3.78E-02
,6.93E+02,9.29E-02,,6.93E+02,9.29E-02,,692.5499677,4.47E-03,,347.73245,6.52E-02,,574.925,3.76E-02,,692.85016,2.47E-02,,692.5499677,6.33E-02,,692.54997,5.51E-03,,692.8501587,5.71E-02,,692.8501587,7.17E-02,,684.8157349,2.66E-02,,692.5499677,3.39E-02
,6.93E+02,-3.44E-02,,6.93E+02,-3.44E-02,,692.7835942,-3.42E-03,,347.81057,1.51E-02,,575.04211,0.00E+00,,693.08344,-1.36E-01,,692.7835942,-1.45E-01,,692.78359,-2.33E-02,,693.0834351,8.55E-04,,693.0834351,1.07E-03,,685.0469971,9.39E-03,,692.7835942,-3.27E-02
,6.93E+02,-3.70E-02,,6.93E+02,-3.70E-02,,693.0172306,2.42E-02,,347.88869,8.77E-02,,575.15923,4.17E-02,,693.31677,-3.21E-02,,693.0172306,1.11E-01,,693.01723,8.26E-03,,693.3167725,1.47E-04,,693.3167725,1.84E-04,,685.2782593,3.55E-02,,693.0172306,3.46E-02
,6.94E+02,-2.84E-02,,6.94E+02,-2.84E-02,,693.2508768,-1.16E-02,,347.96681,1.34E-02,,575.27635,0.00E+00,,693.55011,-5.27E-02,,693.2508768,-1.14E-01,,693.25088,-1.68E-02,,693.5501099,-5.22E-02,,693.5501099,-6.56E-02,,685.5095825,2.62E-02,,693.2508768,-4.32E-02
,6.94E+02,2.78E-02,,6.94E+02,2.78E-02,,693.4845327,-1.44E-02,,348.04494,7.81E-02,,575.39348,2.12E-02,,693.78351,1.55E-03,,693.4845327,4.63E-02,,693.48453,1.74E-03,,693.7835083,1.15E-02,,693.7835083,1.44E-02,,685.7408447,3.64E-02,,693.4845327,3.01E-02
,6.94E+02,-3.78E-02,,6.94E+02,-3.78E-02,,693.7181986,-3.27E-03,,348.12307,1.37E-02,,575.51062,0.00E+00,,694.01685,-4.16E-02,,693.7181986,-9.75E-02,,693.7182,-1.41E-02,,694.0168457,3.33E-03,,694.0168457,4.19E-03,,685.972168,7.27E-03,,693.7181986,-3.66E-02
